step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,17B:5A,17,B,5,A,9,8,20
1,11B:7A,11,B,7,A,8,7,20
2,6A:19B,6,A,19,B,7,8,20
3,7B:5B,7,B,5,B,8,8,20
4,10B:6A,10,B,6,A,8,7,20
5,9B:11B,9,B,11,B,7,7,20
6,7B:12B,7,B,12,B,7,7,20
7,6B:5B,6,B,5,B,7,7,20
8,11B:18B,11,B,18,B,7,7,20
9,14B:3A,14,B,3,A,7,6,20
10,14B:7B,14,B,7,B,6,6,20
11,11B:12B,11,B,12,B,6,6,20
12,4A:4A,4,A,4,A,6,6,20
13,10B:0A,10,B,0,A,6,5,20
14,3B:15B,3,B,15,B,5,5,20
15,3B:16B,3,B,16,B,5,5,20
16,11B:10B,11,B,10,B,5,5,20
17,15B:9B,15,B,9,B,5,5,20
18,5B:18B,5,B,18,B,5,5,20
19,0B:3B,0,B,3,B,5,5,20
20,13B:1A,13,B,1,A,5,4,20
21,4A:8A,4,A,8,A,4,4,20
22,9B:3B,9,B,3,B,4,4,20
23,9B:10B,9,B,10,B,4,4,20
24,5B:11B,5,B,11,B,4,4,20
25,11B:8A,11,B,8,A,4,3,20
26,7B:13B,7,B,13,B,3,3,20
27,2A:19A,2,A,19,A,3,3,20
28,4A:18B,4,A,18,B,3,4,20
29,12B:17B,12,B,17,B,4,4,20
30,3B:9B,3,B,9,B,4,4,20
31,7B:16B,7,B,16,B,4,4,20
32,9B:14B,9,B,14,B,4,4,20
33,17B:12B,17,B,12,B,4,4,20
34,12B:14B,12,B,14,B,4,4,20
35,12B:4A,12,B,4,A,4,3,20
36,16B:10B,16,B,10,B,3,3,20
37,8B:19A,8,B,19,A,3,2,20
38,11B:2A,11,B,2,A,2,1,20
39,1B:10B,1,B,10,B,1,1,20
40,4B:10B,4,B,10,B,1,1,20
41,12B:8B,12,B,8,B,1,1,20
42,11B:12B,11,B,12,B,1,1,20
43,5B:14B,5,B,14,B,1,1,20
44,15B:11B,15,B,11,B,1,1,20
45,14B:16B,14,B,16,B,1,1,20
46,19B:13B,19,B,13,B,1,1,20
47,3B:0B,3,B,0,B,1,1,20
48,2B:7B,2,B,7,B,1,1,20
49,13B:2B,13,B,2,B,1,1,20
50,4B:12B,4,B,12,B,1,1,20
51,2B:2B,2,B,2,B,1,1,20
52,18A:15B,18,A,15,B,1,2,20
53,10B:0B,10,B,0,B,2,2,20
54,15A:16B,15,A,16,B,2,3,20
55,14B:2B,14,B,2,B,3,3,20
56,2B:19B,2,B,19,B,3,3,20
57,2B:12B,2,B,12,B,3,3,20
58,5B:7B,5,B,7,B,3,3,20
59,14B:14B,14,B,14,B,3,3,20
60,12B:4B,12,B,4,B,3,3,20
61,10B:5B,10,B,5,B,3,3,20
62,0B:11B,0,B,11,B,3,3,20
63,17B:10B,17,B,10,B,3,3,20
64,17B:14B,17,B,14,B,3,3,20
65,19B:17B,19,B,17,B,3,3,20
66,18A:17B,18,A,17,B,3,4,20
67,8B:17A,8,B,17,A,4,3,20
68,3B:19B,3,B,19,B,3,3,20
69,8B:18A,8,B,18,A,3,2,20
70,8B:17B,8,B,17,B,2,2,20
71,6B:11B,6,B,11,B,2,2,20
72,9B:7B,9,B,7,B,2,2,20
73,15A:14B,15,A,14,B,2,3,20
74,5B:13B,5,B,13,B,3,3,20
75,5B:9B,5,B,9,B,3,3,20
76,0B:16A,0,B,16,A,3,2,20
77,16B:4B,16,B,4,B,2,2,20
78,6B:15A,6,B,15,A,2,1,20
79,10B:15B,10,B,15,B,1,1,20
80,18B:15B,18,B,15,B,1,1,20
81,5B:13B,5,B,13,B,1,1,20
82,16B:19B,16,B,19,B,1,1,20
83,4B:0B,4,B,0,B,1,1,20
84,10B:6B,10,B,6,B,1,1,20
85,8B:17B,8,B,17,B,1,1,20
86,8B:7B,8,B,7,B,1,1,20
87,3B:12B,3,B,12,B,1,1,20
88,16B:7B,16,B,7,B,1,1,20
89,5B:13B,5,B,13,B,1,1,20
90,12B:16B,12,B,16,B,1,1,20
91,15B:19B,15,B,19,B,1,1,20
92,16B:8B,16,B,8,B,1,1,20
93,5B:17B,5,B,17,B,1,1,20
94,16B:13B,16,B,13,B,1,1,20
95,3B:2B,3,B,2,B,1,1,20
96,3B:9B,3,B,9,B,1,1,20
97,2B:14A,2,B,14,A,1,0,20
