step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,9A:18B,9,A,18,B,17,18,20
1,15A:14A,15,A,14,A,18,18,20
2,13A:18A,13,A,18,A,18,18,20
3,12A:19B,12,A,19,B,18,19,20
4,6A:10A,6,A,10,A,19,19,20
5,3A:2A,3,A,2,A,19,19,20
6,9A:9A,9,A,9,A,19,19,20
7,15A:18A,15,A,18,A,19,19,20
8,1A:16A,1,A,16,A,19,19,20
9,1A:14A,1,A,14,A,19,19,20
10,9A:1A,9,A,1,A,19,19,20
11,7A:9A,7,A,9,A,19,19,20
12,1A:2A,1,A,2,A,19,19,20
13,12A:16A,12,A,16,A,19,19,20
14,7A:18A,7,A,18,A,19,19,20
15,11A:1A,11,A,1,A,19,19,20
16,8A:18A,8,A,18,A,19,19,20
17,13A:10A,13,A,10,A,19,19,20
18,12A:16A,12,A,16,A,19,19,20
19,3A:1A,3,A,1,A,19,19,20
20,9A:10A,9,A,10,A,19,19,20
21,19A:2A,19,A,2,A,19,19,20
22,10A:5A,10,A,5,A,19,19,20
23,0A:14A,0,A,14,A,19,19,20
24,19A:16A,19,A,16,A,19,19,20
25,10A:5A,10,A,5,A,19,19,20
26,7A:9A,7,A,9,A,19,19,20
27,7A:10A,7,A,10,A,19,19,20
28,13A:1A,13,A,1,A,19,19,20
29,15A:10A,15,A,10,A,19,19,20
30,1A:3A,1,A,3,A,19,19,20
31,11A:12A,11,A,12,A,19,19,20
32,5A:19A,5,A,19,A,19,19,20
33,17B:10A,17,B,10,A,19,18,20
34,1A:4A,1,A,4,A,18,18,20
35,18A:9A,18,A,9,A,18,18,20
36,19A:12A,19,A,12,A,18,18,20
37,2A:2A,2,A,2,A,18,18,20
38,6A:12A,6,A,12,A,18,18,20
39,12A:10B,12,A,10,B,18,19,20
40,16A:16A,16,A,16,A,19,19,20
41,1A:13A,1,A,13,A,19,19,20
42,10A:0A,10,A,0,A,19,19,20
43,7A:5A,7,A,5,A,19,19,20
44,19A:10A,19,A,10,A,19,19,20
45,18A:15A,18,A,15,A,19,19,20
46,3A:4A,3,A,4,A,19,19,20
47,3A:9A,3,A,9,A,19,19,20
48,16A:3A,16,A,3,A,19,19,20
49,10A:17B,10,A,17,B,19,20,20
