step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,1B:3B,1,B,3,B,1,1,15
1,4B:7B,4,B,7,B,1,1,15
2,3B:2B,3,B,2,B,1,1,15
3,10B:14B,10,B,14,B,1,1,15
4,8B:7B,8,B,7,B,1,1,15
5,3B:7B,3,B,7,B,1,1,15
6,12B:3B,12,B,3,B,1,1,15
7,1B:10B,1,B,10,B,1,1,15
8,6B:6B,6,B,6,B,1,1,15
9,6B:13B,6,B,13,B,1,1,15
10,11B:10B,11,B,10,B,1,1,15
11,9B:10B,9,B,10,B,1,1,15
12,1B:6B,1,B,6,B,1,1,15
13,10B:12B,10,B,12,B,1,1,15
14,12B:3B,12,B,3,B,1,1,15
15,3B:8B,3,B,8,B,1,1,15
16,6B:6B,6,B,6,B,1,1,15
17,2B:7B,2,B,7,B,1,1,15
18,3B:14B,3,B,14,B,1,1,15
19,1B:12B,1,B,12,B,1,1,15
20,12B:8B,12,B,8,B,1,1,15
21,1B:10B,1,B,10,B,1,1,15
22,14B:13B,14,B,13,B,1,1,15
23,0A:1B,0,A,1,B,1,2,15
24,13B:13B,13,B,13,B,2,2,15
25,3B:6B,3,B,6,B,2,2,15
26,7B:3B,7,B,3,B,2,2,15
27,13B:14B,13,B,14,B,2,2,15
28,1A:6B,1,A,6,B,2,3,15
29,0A:6A,0,A,6,A,3,3,15
30,4B:12B,4,B,12,B,3,3,15
31,11B:4B,11,B,4,B,3,3,15
32,6A:11B,6,A,11,B,3,4,15
33,14B:8B,14,B,8,B,4,4,15
34,10B:7B,10,B,7,B,4,4,15
35,2B:4B,2,B,4,B,4,4,15
36,3B:0A,3,B,0,A,4,3,15
37,8B:8B,8,B,8,B,3,3,15
38,0B:5B,0,B,5,B,3,3,15
39,0B:9B,0,B,9,B,3,3,15
40,7B:14B,7,B,14,B,3,3,15
41,12B:2B,12,B,2,B,3,3,15
42,0B:8B,0,B,8,B,3,3,15
43,1A:2B,1,A,2,B,3,4,15
44,0B:1A,0,B,1,A,4,3,15
45,10B:3B,10,B,3,B,3,3,15
46,6A:14B,6,A,14,B,3,4,15
47,8B:9B,8,B,9,B,4,4,15
48,8B:9B,8,B,9,B,4,4,15
49,1B:10B,1,B,10,B,4,4,15
50,8B:8B,8,B,8,B,4,4,15
51,4B:4B,4,B,4,B,4,4,15
52,3B:11A,3,B,11,A,4,3,15
53,4B:4B,4,B,4,B,3,3,15
54,5B:10B,5,B,10,B,3,3,15
55,9B:7B,9,B,7,B,3,3,15
56,4B:12B,4,B,12,B,3,3,15
57,13B:0B,13,B,0,B,3,3,15
58,7B:9B,7,B,9,B,3,3,15
59,14A:1B,14,A,1,B,3,4,15
60,8B:8B,8,B,8,B,4,4,15
61,4B:14A,4,B,14,A,4,3,15
62,5B:1A,5,B,1,A,3,2,15
63,13B:5B,13,B,5,B,2,2,15
64,4B:7B,4,B,7,B,2,2,15
65,12B:11B,12,B,11,B,2,2,15
66,4B:12B,4,B,12,B,2,2,15
67,9B:0B,9,B,0,B,2,2,15
68,10B:8B,10,B,8,B,2,2,15
69,4B:10B,4,B,10,B,2,2,15
70,1B:14B,1,B,14,B,2,2,15
71,1B:1B,1,B,1,B,2,2,15
72,13B:11B,13,B,11,B,2,2,15
73,8B:4B,8,B,4,B,2,2,15
74,4B:3B,4,B,3,B,2,2,15
75,10B:3B,10,B,3,B,2,2,15
76,10B:13B,10,B,13,B,2,2,15
77,4B:7B,4,B,7,B,2,2,15
78,3B:14B,3,B,14,B,2,2,15
79,12B:1B,12,B,1,B,2,2,15
80,9B:13B,9,B,13,B,2,2,15
81,4B:0B,4,B,0,B,2,2,15
82,5B:2A,5,B,2,A,2,1,15
83,9B:4B,9,B,4,B,1,1,15
84,2B:7B,2,B,7,B,1,1,15
85,8B:6A,8,B,6,A,1,0,15
