step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,1A:7A,1,A,7,A,9,9,20
1,19B:19B,19,B,19,B,9,9,20
2,18B:2A,18,B,2,A,9,8,20
3,12B:18B,12,B,18,B,8,8,20
4,7A:12B,7,A,12,B,8,9,20
5,13B:7A,13,B,7,A,9,8,20
6,5A:0A,5,A,0,A,8,8,20
7,18B:3A,18,B,3,A,8,7,20
8,16B:7B,16,B,7,B,7,7,20
9,4A:16B,4,A,16,B,7,8,20
10,11B:17B,11,B,17,B,8,8,20
11,7B:3B,7,B,3,B,8,8,20
12,10B:14B,10,B,14,B,8,8,20
13,14B:17B,14,B,17,B,8,8,20
14,13B:14B,13,B,14,B,8,8,20
15,13B:16A,13,B,16,A,8,7,20
16,10B:17B,10,B,17,B,7,7,20
17,11B:5A,11,B,5,A,7,6,20
18,16B:15B,16,B,15,B,6,6,20
19,10B:7B,10,B,7,B,6,6,20
20,17B:8A,17,B,8,A,6,5,20
21,16B:16B,16,B,16,B,5,5,20
22,10B:7B,10,B,7,B,5,5,20
23,7B:2B,7,B,2,B,5,5,20
24,15B:7B,15,B,7,B,5,5,20
25,7B:10B,7,B,10,B,5,5,20
26,18B:2B,18,B,2,B,5,5,20
27,3B:7B,3,B,7,B,5,5,20
28,9B:4A,9,B,4,A,5,4,20
29,15B:2B,15,B,2,B,4,4,20
30,9B:10B,9,B,10,B,4,4,20
31,11B:13B,11,B,13,B,4,4,20
32,2B:13B,2,B,13,B,4,4,20
33,8B:18B,8,B,18,B,4,4,20
34,19B:0A,19,B,0,A,4,3,20
35,17B:18B,17,B,18,B,3,3,20
36,8B:0B,8,B,0,B,3,3,20
37,18B:9B,18,B,9,B,3,3,20
38,15B:13B,15,B,13,B,3,3,20
39,11B:17B,11,B,17,B,3,3,20
40,16B:7B,16,B,7,B,3,3,20
41,10B:8B,10,B,8,B,3,3,20
42,9B:0B,9,B,0,B,3,3,20
43,8B:12A,8,B,12,A,3,2,20
44,14B:14B,14,B,14,B,2,2,20
45,18B:19B,18,B,19,B,2,2,20
46,11B:12B,11,B,12,B,2,2,20
47,12B:0B,12,B,0,B,2,2,20
48,2B:13B,2,B,13,B,2,2,20
49,3B:14B,3,B,14,B,2,2,20
50,4B:8B,4,B,8,B,2,2,20
51,8B:6A,8,B,6,A,2,1,20
52,9B:10B,9,B,10,B,1,1,20
53,15B:12B,15,B,12,B,1,1,20
54,6B:13B,6,B,13,B,1,1,20
55,5B:2B,5,B,2,B,1,1,20
56,9B:17B,9,B,17,B,1,1,20
57,1A:11B,1,A,11,B,1,2,20
58,4B:2B,4,B,2,B,2,2,20
59,15B:1A,15,B,1,A,2,1,20
60,15B:7B,15,B,7,B,1,1,20
61,3B:0B,3,B,0,B,1,1,20
62,12B:7B,12,B,7,B,1,1,20
63,2B:3B,2,B,3,B,1,1,20
64,10B:6B,10,B,6,B,1,1,20
65,8B:8B,8,B,8,B,1,1,20
66,15B:5B,15,B,5,B,1,1,20
67,12B:3B,12,B,3,B,1,1,20
68,15B:5B,15,B,5,B,1,1,20
69,19B:3B,19,B,3,B,1,1,20
70,11A:9B,11,A,9,B,1,2,20
71,12B:12B,12,B,12,B,2,2,20
72,7B:6B,7,B,6,B,2,2,20
73,1B:7B,1,B,7,B,2,2,20
74,1B:9A,1,B,9,A,2,1,20
75,17B:19B,17,B,19,B,1,1,20
76,16B:18B,16,B,18,B,1,1,20
77,15B:11A,15,B,11,A,1,0,20
