step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,4A:4A,4,A,4,A,12,12,20
1,16B:16B,16,B,16,B,12,12,20
2,4A:17B,4,A,17,B,12,13,20
3,4A:11A,4,A,11,A,13,13,20
4,14B:4A,14,B,4,A,13,12,20
5,0A:7A,0,A,7,A,12,12,20
6,13B:14B,13,B,14,B,12,12,20
7,19B:0A,19,B,0,A,12,11,20
8,9A:1A,9,A,1,A,11,11,20
9,5A:18B,5,A,18,B,11,12,20
10,7A:2A,7,A,2,A,12,12,20
11,1A:19B,1,A,19,B,12,13,20
12,7A:0B,7,A,0,B,13,14,20
13,17A:12B,17,A,12,B,14,15,20
14,8A:7A,8,A,7,A,15,15,20
15,4B:5A,4,B,5,A,15,14,20
16,13B:17A,13,B,17,A,14,13,20
17,1A:9A,1,A,9,A,13,13,20
18,0A:11A,0,A,11,A,13,13,20
19,18A:19A,18,A,19,A,13,13,20
20,15B:10A,15,B,10,A,13,12,20
21,18A:8A,18,A,8,A,12,12,20
22,16B:18A,16,B,18,A,12,11,20
23,4B:0A,4,B,0,A,11,10,20
24,6A:19A,6,A,19,A,10,10,20
25,8A:13B,8,A,13,B,10,11,20
26,15B:1A,15,B,1,A,11,10,20
27,16B:17B,16,B,17,B,10,10,20
28,7A:9A,7,A,9,A,10,10,20
29,17B:17B,17,B,17,B,10,10,20
30,9A:18B,9,A,18,B,10,11,20
31,14B:16B,14,B,16,B,11,11,20
32,5B:12A,5,B,12,A,11,10,20
33,9A:7A,9,A,7,A,10,10,20
34,2A:0B,2,A,0,B,10,11,20
35,5B:8A,5,B,8,A,11,10,20
36,1B:7A,1,B,7,A,10,9,20
37,15B:9A,15,B,9,A,9,8,20
38,6A:12B,6,A,12,B,8,9,20
39,0A:8B,0,A,8,B,9,10,20
40,7B:8A,7,B,8,A,10,9,20
41,15B:19A,15,B,19,A,9,8,20
42,0A:9B,0,A,9,B,8,9,20
43,11A:10B,11,A,10,B,9,10,20
44,16B:5B,16,B,5,B,10,10,20
45,8B:0A,8,B,0,A,10,9,20
46,8B:14B,8,B,14,B,9,9,20
47,0B:11A,0,B,11,A,9,8,20
48,9A:17B,9,A,17,B,8,9,20
49,4B:1B,4,B,1,B,9,9,20
50,11B:2A,11,B,2,A,9,8,20
51,5B:19B,5,B,19,B,8,8,20
52,11B:2B,11,B,2,B,8,8,20
53,8B:8B,8,B,8,B,8,8,20
54,15B:8B,15,B,8,B,8,8,20
55,5B:15B,5,B,15,B,8,8,20
56,2B:5B,2,B,5,B,8,8,20
57,2B:19B,2,B,19,B,8,8,20
58,13A:7B,13,A,7,B,8,9,20
59,2B:1B,2,B,1,B,9,9,20
60,3A:16B,3,A,16,B,9,10,20
61,17A:18A,17,A,18,A,10,10,20
62,6A:17A,6,A,17,A,10,10,20
63,14B:1B,14,B,1,B,10,10,20
64,19B:8B,19,B,8,B,10,10,20
65,19B:0B,19,B,0,B,10,10,20
66,13A:11B,13,A,11,B,10,11,20
67,10A:1B,10,A,1,B,11,12,20
68,12A:11A,12,A,11,A,12,12,20
69,2B:16A,2,B,16,A,12,11,20
70,8B:16B,8,B,16,B,11,11,20
71,1A:6A,1,A,6,A,11,11,20
72,6A:11A,6,A,11,A,11,11,20
73,16B:13A,16,B,13,A,11,10,20
74,1A:13B,1,A,13,B,10,11,20
75,17A:4B,17,A,4,B,11,12,20
76,0B:19B,0,B,19,B,12,12,20
77,15B:10A,15,B,10,A,12,11,20
78,19B:11A,19,B,11,A,11,10,20
79,9A:9A,9,A,9,A,10,10,20
80,12A:5B,12,A,5,B,10,11,20
81,7A:9A,7,A,9,A,11,11,20
82,18A:18A,18,A,18,A,11,11,20
83,0B:19B,0,B,19,B,11,11,20
84,4A:10B,4,A,10,B,11,12,20
85,10A:16B,10,A,16,B,12,13,20
86,15B:11B,15,B,11,B,13,13,20
87,18A:12A,18,A,12,A,13,13,20
88,16A:1A,16,A,1,A,13,13,20
89,13A:4A,13,A,4,A,13,13,20
90,7A:2B,7,A,2,B,13,14,20
91,19B:7A,19,B,7,A,14,13,20
92,11B:18A,11,B,18,A,13,12,20
93,12A:13A,12,A,13,A,12,12,20
94,10A:3A,10,A,3,A,12,12,20
95,16A:16A,16,A,16,A,12,12,20
96,15B:19B,15,B,19,B,12,12,20
97,9A:16A,9,A,16,A,12,12,20
98,10A:10A,10,A,10,A,12,12,20
99,5A:18B,5,A,18,B,12,13,20
100,5A:7B,5,A,7,B,13,14,20
101,6A:11B,6,A,11,B,14,15,20
102,4A:10A,4,A,10,A,15,15,20
103,14B:3A,14,B,3,A,15,14,20
104,13A:14B,13,A,14,B,14,15,20
105,14A:13A,14,A,13,A,15,15,20
106,7A:11A,7,A,11,A,15,15,20
107,11A:2A,11,A,2,A,15,15,20
108,18A:15B,18,A,15,B,15,16,20
109,12A:14A,12,A,14,A,16,16,20
110,15A:7A,15,A,7,A,16,16,20
