step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,0A:3A,0,A,3,A,11,11,15
1,6A:10A,6,A,10,A,11,11,15
2,4A:8A,4,A,8,A,11,11,15
3,0A:0A,0,A,0,A,11,11,15
4,12B:4A,12,B,4,A,11,10,15
5,9A:1A,9,A,1,A,10,10,15
6,3A:9A,3,A,9,A,10,10,15
7,1A:8A,1,A,8,A,10,10,15
8,9A:7A,9,A,7,A,10,10,15
9,9A:11B,9,A,11,B,10,11,15
10,12B:4B,12,B,4,B,11,11,15
11,6A:4B,6,A,4,B,11,12,15
12,14B:11A,14,B,11,A,12,11,15
13,10A:3A,10,A,3,A,11,11,15
14,2A:10A,2,A,10,A,11,11,15
15,12B:5A,12,B,5,A,11,10,15
16,12B:12B,12,B,12,B,10,10,15
17,5B:7A,5,B,7,A,10,9,15
18,14B:13B,14,B,13,B,9,9,15
19,8A:13B,8,A,13,B,9,10,15
20,11B:3A,11,B,3,A,10,9,15
21,5B:10A,5,B,10,A,9,8,15
22,7B:3B,7,B,3,B,8,8,15
23,7B:4A,7,B,4,A,8,7,15
24,2A:14B,2,A,14,B,7,8,15
25,6A:4B,6,A,4,B,8,9,15
26,14A:6A,14,A,6,A,9,9,15
27,8A:8A,8,A,8,A,9,9,15
28,4A:12B,4,A,12,B,9,10,15
29,12A:3B,12,A,3,B,10,11,15
30,8A:9A,8,A,9,A,11,11,15
31,8A:7B,8,A,7,B,11,12,15
32,1A:0A,1,A,0,A,12,12,15
33,4A:5B,4,A,5,B,12,13,15
34,9A:10B,9,A,10,B,13,14,15
35,14A:10A,14,A,10,A,14,14,15
36,2A:12A,2,A,12,A,14,14,15
37,4A:8A,4,A,8,A,14,14,15
38,14A:10A,14,A,10,A,14,14,15
39,1A:1A,1,A,1,A,14,14,15
40,11B:8A,11,B,8,A,14,13,15
41,10A:4A,10,A,4,A,13,13,15
42,0A:8B,0,A,8,B,13,14,15
43,9A:8A,9,A,8,A,14,14,15
44,8A:5A,8,A,5,A,14,14,15
45,6A:1A,6,A,1,A,14,14,15
46,9A:5A,9,A,5,A,14,14,15
47,4A:5A,4,A,5,A,14,14,15
48,5A:12A,5,A,12,A,14,14,15
49,0A:6A,0,A,6,A,14,14,15
50,7A:12A,7,A,12,A,14,14,15
51,1A:8A,1,A,8,A,14,14,15
52,4A:3A,4,A,3,A,14,14,15
53,12A:7A,12,A,7,A,14,14,15
54,5A:8A,5,A,8,A,14,14,15
55,4A:4A,4,A,4,A,14,14,15
56,9A:6A,9,A,6,A,14,14,15
57,8A:1A,8,A,1,A,14,14,15
58,4A:9A,4,A,9,A,14,14,15
59,7A:12A,7,A,12,A,14,14,15
60,4A:10A,4,A,10,A,14,14,15
61,7A:14A,7,A,14,A,14,14,15
62,13A:3A,13,A,3,A,14,14,15
63,13A:14A,13,A,14,A,14,14,15
64,12A:12A,12,A,12,A,14,14,15
65,0A:5A,0,A,5,A,14,14,15
66,6A:10A,6,A,10,A,14,14,15
67,8A:0A,8,A,0,A,14,14,15
68,5A:3A,5,A,3,A,14,14,15
69,1A:11B,1,A,11,B,14,15,15
