step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,7A:12A,7,A,12,A,13,13,20
1,5A:14B,5,A,14,B,13,14,20
2,5A:17B,5,A,17,B,14,15,20
3,13B:15B,13,B,15,B,15,15,20
4,3A:9A,3,A,9,A,15,15,20
5,4A:1A,4,A,1,A,15,15,20
6,11A:17A,11,A,17,A,15,15,20
7,1A:10A,1,A,10,A,15,15,20
8,1A:18B,1,A,18,B,15,16,20
9,9A:16B,9,A,16,B,16,17,20
10,3A:16A,3,A,16,A,17,17,20
11,1A:5A,1,A,5,A,17,17,20
12,1A:2A,1,A,2,A,17,17,20
13,13B:7A,13,B,7,A,17,16,20
14,8A:18A,8,A,18,A,16,16,20
15,4A:19B,4,A,19,B,16,17,20
16,0A:2A,0,A,2,A,17,17,20
17,8A:18A,8,A,18,A,17,17,20
18,11A:10A,11,A,10,A,17,17,20
19,18A:6A,18,A,6,A,17,17,20
20,13B:10A,13,B,10,A,17,16,20
21,4A:12A,4,A,12,A,16,16,20
22,2A:9A,2,A,9,A,16,16,20
23,9A:2A,9,A,2,A,16,16,20
24,0A:19A,0,A,19,A,16,16,20
25,19A:3A,19,A,3,A,16,16,20
26,1A:6A,1,A,6,A,16,16,20
27,10B:4A,10,B,4,A,16,15,20
28,18A:2A,18,A,2,A,15,15,20
29,17A:11A,17,A,11,A,15,15,20
30,5A:14A,5,A,14,A,15,15,20
31,16A:9A,16,A,9,A,15,15,20
32,12A:16A,12,A,16,A,15,15,20
33,0A:17A,0,A,17,A,15,15,20
34,5A:3A,5,A,3,A,15,15,20
35,18A:4B,18,A,4,B,15,16,20
36,5A:3A,5,A,3,A,16,16,20
37,14A:4A,14,A,4,A,16,16,20
38,5A:19A,5,A,19,A,16,16,20
39,4A:10B,4,A,10,B,16,17,20
40,4A:8A,4,A,8,A,17,17,20
41,10A:8A,10,A,8,A,17,17,20
42,18A:1A,18,A,1,A,17,17,20
43,1A:13B,1,A,13,B,17,18,20
44,16A:1A,16,A,1,A,18,18,20
45,0A:4A,0,A,4,A,18,18,20
46,12A:8A,12,A,8,A,18,18,20
47,3A:14A,3,A,14,A,18,18,20
48,11A:13A,11,A,13,A,18,18,20
49,11A:3A,11,A,3,A,18,18,20
50,1A:4A,1,A,4,A,18,18,20
51,10A:11A,10,A,11,A,18,18,20
52,11A:4A,11,A,4,A,18,18,20
53,8A:1A,8,A,1,A,18,18,20
54,6A:1A,6,A,1,A,18,18,20
55,17A:6A,17,A,6,A,18,18,20
56,13A:3A,13,A,3,A,18,18,20
57,7B:17A,7,B,17,A,18,17,20
58,17B:13A,17,B,13,A,17,16,20
59,19A:4A,19,A,4,A,16,16,20
60,18A:7B,18,A,7,B,16,17,20
61,17B:5A,17,B,5,A,17,16,20
62,17B:0A,17,B,0,A,16,15,20
63,3A:10A,3,A,10,A,15,15,20
64,15B:13B,15,B,13,B,15,15,20
65,16A:7A,16,A,7,A,15,15,20
66,5B:3A,5,B,3,A,15,14,20
67,7A:1A,7,A,1,A,14,14,20
68,17B:7A,17,B,7,A,14,13,20
69,3B:14A,3,B,14,A,13,12,20
70,6A:7B,6,A,7,B,12,13,20
71,4A:6A,4,A,6,A,13,13,20
72,7A:8A,7,A,8,A,13,13,20
73,17B:8A,17,B,8,A,13,12,20
74,7A:16A,7,A,16,A,12,12,20
75,7A:17B,7,A,17,B,12,13,20
76,6A:0B,6,A,0,B,13,14,20
77,2A:8B,2,A,8,B,14,15,20
78,3B:8A,3,B,8,A,15,14,20
79,0A:19A,0,A,19,A,14,14,20
80,8B:10A,8,B,10,A,14,13,20
81,8B:16A,8,B,16,A,13,12,20
82,2A:18A,2,A,18,A,12,12,20
83,3B:1A,3,B,1,A,12,11,20
84,14B:0A,14,B,0,A,11,10,20
85,10B:17A,10,B,17,A,10,9,20
86,13B:6A,13,B,6,A,9,8,20
87,7A:2A,7,A,2,A,8,8,20
88,18A:10B,18,A,10,B,8,9,20
89,12A:3B,12,A,3,B,9,10,20
90,14B:9A,14,B,9,A,10,9,20
91,10A:13B,10,A,13,B,9,10,20
92,6B:9B,6,B,9,B,10,10,20
93,11A:6B,11,A,6,B,10,11,20
94,8B:12A,8,B,12,A,11,10,20
95,13A:5B,13,A,5,B,10,11,20
96,12B:9B,12,B,9,B,11,11,20
97,8B:0B,8,B,0,B,11,11,20
98,6A:6A,6,A,6,A,11,11,20
99,8B:18A,8,B,18,A,11,10,20
100,12B:10A,12,B,10,A,10,9,20
101,9B:14B,9,B,14,B,9,9,20
102,13A:16B,13,A,16,B,9,10,20
103,9B:5A,9,B,5,A,10,9,20
104,13A:9B,13,A,9,B,9,10,20
105,10B:19A,10,B,19,A,10,9,20
106,6A:7A,6,A,7,A,9,9,20
107,13A:7A,13,A,7,A,9,9,20
108,16A:4A,16,A,4,A,9,9,20
109,0B:7A,0,B,7,A,9,8,20
110,19B:19B,19,B,19,B,8,8,20
111,16A:2A,16,A,2,A,8,8,20
112,9A:18B,9,A,18,B,8,9,20
113,3A:12B,3,A,12,B,9,10,20
114,9A:7B,9,A,7,B,10,11,20
115,2A:0B,2,A,0,B,11,12,20
116,17B:3A,17,B,3,A,12,11,20
117,15B:7A,15,B,7,A,11,10,20
118,3B:16A,3,B,16,A,10,9,20
119,9A:17B,9,A,17,B,9,10,20
120,4A:3B,4,A,3,B,10,11,20
121,9A:14B,9,A,14,B,11,12,20
122,13A:17A,13,A,17,A,12,12,20
123,11A:14A,11,A,14,A,12,12,20
124,12A:16B,12,A,16,B,12,13,20
125,8B:17A,8,B,17,A,13,12,20
126,8B:5B,8,B,5,B,12,12,20
127,14A:15B,14,A,15,B,12,13,20
128,9A:7B,9,A,7,B,13,14,20
129,16A:8B,16,A,8,B,14,15,20
130,15A:16A,15,A,16,A,15,15,20
131,9A:7A,9,A,7,A,15,15,20
132,5B:2A,5,B,2,A,15,14,20
133,14A:7A,14,A,7,A,14,14,20
134,5B:10B,5,B,10,B,14,14,20
135,17B:2B,17,B,2,B,14,14,20
136,2B:7A,2,B,7,A,14,13,20
137,7B:4A,7,B,4,A,13,12,20
138,14A:2B,14,A,2,B,12,13,20
139,8A:10B,8,A,10,B,13,14,20
140,10A:13A,10,A,13,A,14,14,20
141,1B:13A,1,B,13,A,14,13,20
142,7B:18A,7,B,18,A,13,12,20
143,18B:0A,18,B,0,A,12,11,20
144,17B:18B,17,B,18,B,11,11,20
145,7B:0B,7,B,0,B,11,11,20
146,18B:9A,18,B,9,A,11,10,20
147,15A:13B,15,A,13,B,10,11,20
148,10A:17B,10,A,17,B,11,12,20
149,15A:7B,15,A,7,B,12,13,20
150,9B:8A,9,B,8,A,13,12,20
151,8B:0B,8,B,0,B,12,12,20
152,7A:12A,7,A,12,A,12,12,20
153,14A:14A,14,A,14,A,12,12,20
154,18B:19B,18,B,19,B,12,12,20
155,10A:12A,10,A,12,A,12,12,20
156,11A:0B,11,A,0,B,12,13,20
157,1B:13A,1,B,13,A,13,12,20
158,2A:14A,2,A,14,A,12,12,20
159,3A:8B,3,A,8,B,12,13,20
160,7A:6A,7,A,6,A,13,13,20
161,9B:10A,9,B,10,A,13,12,20
162,15A:12A,15,A,12,A,12,12,20
163,5B:13B,5,B,13,B,12,12,20
164,5B:2A,5,B,2,A,12,11,20
165,9B:17A,9,B,17,A,11,10,20
166,1B:11A,1,B,11,A,10,9,20
167,4B:2B,4,B,2,B,9,9,20
168,15A:1B,15,A,1,B,9,10,20
169,15A:7A,15,A,7,A,10,10,20
170,3A:0A,3,A,0,A,10,10,20
171,12A:7A,12,A,7,A,10,10,20
172,2B:3A,2,B,3,A,10,9,20
173,11B:6A,11,B,6,A,9,8,20
174,9B:8A,9,B,8,A,8,7,20
175,15A:5B,15,A,5,B,7,8,20
176,12A:3B,12,A,3,B,8,9,20
177,15A:5A,15,A,5,A,9,9,20
178,19B:3A,19,B,3,A,9,8,20
179,11B:9B,11,B,9,B,8,8,20
180,11B:12A,11,B,12,A,8,7,20
181,7A:6B,7,A,6,B,7,8,20
182,1A:7A,1,A,7,A,8,8,20
183,2B:9B,2,B,9,B,8,8,20
184,17B:19B,17,B,19,B,8,8,20
185,16A:18B,16,A,18,B,8,9,20
186,15A:11B,15,A,11,B,9,10,20
187,10B:11A,10,B,11,A,10,9,20
188,1A:10B,1,A,10,B,9,10,20
189,0A:13B,0,A,13,B,10,11,20
190,16A:3B,16,A,3,B,11,12,20
191,8B:11B,8,B,11,B,12,12,20
192,12B:14A,12,B,14,A,12,11,20
193,14B:13A,14,B,13,A,11,10,20
194,3A:16A,3,A,16,A,10,10,20
195,19B:8B,19,B,8,B,10,10,20
196,12B:17B,12,B,17,B,10,10,20
197,15A:14B,15,A,14,B,10,11,20
198,8B:18A,8,B,18,A,11,10,20
199,5A:7A,5,A,7,A,10,10,20
200,16A:2B,16,A,2,B,10,11,20
201,5A:14A,5,A,14,A,11,11,20
