step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,19B:12B,19,B,12,B,1,1,20
1,15B:10B,15,B,10,B,1,1,20
2,13B:13B,13,B,13,B,1,1,20
3,2B:12B,2,B,12,B,1,1,20
4,3B:17B,3,B,17,B,1,1,20
5,9B:7B,9,B,7,B,1,1,20
6,6B:4B,6,B,4,B,1,1,20
7,16B:1B,16,B,1,B,1,1,20
8,11B:13B,11,B,13,B,1,1,20
9,11B:4B,11,B,4,B,1,1,20
10,7B:8B,7,B,8,B,1,1,20
11,4B:2B,4,B,2,B,1,1,20
12,18B:11B,18,B,11,B,1,1,20
13,1B:6B,1,B,6,B,1,1,20
14,1B:12B,1,B,12,B,1,1,20
15,13B:19B,13,B,19,B,1,1,20
16,0A:2B,0,A,2,B,1,2,20
17,3B:18B,3,B,18,B,2,2,20
18,14B:17B,14,B,17,B,2,2,20
19,4B:6B,4,B,6,B,2,2,20
20,17B:10B,17,B,10,B,2,2,20
21,6B:0A,6,B,0,A,2,1,20
22,4B:6B,4,B,6,B,1,1,20
23,19B:3B,19,B,3,B,1,1,20
24,14B:15B,14,B,15,B,1,1,20
25,18B:19B,18,B,19,B,1,1,20
26,14B:12B,14,B,12,B,1,1,20
27,18B:17B,18,B,17,B,1,1,20
28,6B:9B,6,B,9,B,1,1,20
29,7B:17B,7,B,17,B,1,1,20
30,12B:9B,12,B,9,B,1,1,20
31,5B:16B,5,B,16,B,1,1,20
32,17B:14B,17,B,14,B,1,1,20
33,1B:15B,1,B,15,B,1,1,20
34,15B:10B,15,B,10,B,1,1,20
35,18B:11B,18,B,11,B,1,1,20
36,6B:1B,6,B,1,B,1,1,20
37,11B:7B,11,B,7,B,1,1,20
38,14B:0B,14,B,0,B,1,1,20
39,5B:18B,5,B,18,B,1,1,20
40,11B:13B,11,B,13,B,1,1,20
41,5B:6B,5,B,6,B,1,1,20
42,6B:12B,6,B,12,B,1,1,20
43,11B:7B,11,B,7,B,1,1,20
44,9B:10B,9,B,10,B,1,1,20
45,5B:15B,5,B,15,B,1,1,20
46,19B:15B,19,B,15,B,1,1,20
47,9B:11B,9,B,11,B,1,1,20
48,3B:17B,3,B,17,B,1,1,20
49,9B:17B,9,B,17,B,1,1,20
50,19B:1B,19,B,1,B,1,1,20
51,10B:2A,10,B,2,A,1,0,20
