step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,8B:16B,8,B,16,B,4,4,20
1,12B:4B,12,B,4,B,4,4,20
2,7B:11B,7,B,11,B,4,4,20
3,9B:14B,9,B,14,B,4,4,20
4,13B:19B,13,B,19,B,4,4,20
5,3A:0A,3,A,0,A,4,4,20
6,12B:4B,12,B,4,B,4,4,20
7,19B:11B,19,B,11,B,4,4,20
8,2A:6B,2,A,6,B,4,5,20
9,1A:6A,1,A,6,A,5,5,20
10,1A:10B,1,A,10,B,5,6,20
11,13B:2A,13,B,2,A,6,5,20
12,0A:1A,0,A,1,A,5,5,20
13,16B:16B,16,B,16,B,5,5,20
14,3A:13B,3,A,13,B,5,6,20
15,18B:3A,18,B,3,A,6,5,20
16,13A:4B,13,A,4,B,5,6,20
17,10A:19B,10,A,19,B,6,7,20
18,10A:1A,10,A,1,A,7,7,20
19,10A:16B,10,A,16,B,7,8,20
20,16A:12B,16,A,12,B,8,9,20
21,12A:19A,12,A,19,A,9,9,20
22,9B:19A,9,B,19,A,9,8,20
23,7B:0A,7,B,0,A,8,7,20
24,12A:2B,12,A,2,B,7,8,20
25,19B:8B,19,B,8,B,8,8,20
26,6A:11B,6,A,11,B,8,9,20
27,17B:12A,17,B,12,A,9,8,20
28,13A:3B,13,A,3,B,8,9,20
29,4A:10A,4,A,10,A,9,9,20
30,6A:16A,6,A,16,A,9,9,20
31,11A:16A,11,A,16,A,9,9,20
32,3A:12B,3,A,12,B,9,10,20
33,16A:13A,16,A,13,A,10,10,20
34,0B:0B,0,B,0,B,10,10,20
35,4A:13A,4,A,13,A,10,10,20
36,0B:6A,0,B,6,A,10,9,20
37,15B:3A,15,B,3,A,9,8,20
38,14B:7B,14,B,7,B,8,8,20
39,3B:8B,3,B,8,B,8,8,20
40,0B:8B,0,B,8,B,8,8,20
41,10A:19B,10,A,19,B,8,9,20
42,12A:1A,12,A,1,A,9,9,20
43,10A:11A,10,A,11,A,9,9,20
44,4A:9B,4,A,9,B,9,10,20
45,9A:15B,9,A,15,B,10,11,20
46,4A:5B,4,A,5,B,11,12,20
47,9A:17B,9,A,17,B,12,13,20
48,7B:6B,7,B,6,B,13,13,20
49,15A:7B,15,A,7,B,13,14,20
50,18B:0B,18,B,0,B,14,14,20
51,19A:10A,19,A,10,A,14,14,20
52,3B:0B,3,B,0,B,14,14,20
53,10A:7A,10,A,7,A,14,14,20
54,12A:11A,12,A,11,A,14,14,20
55,19A:16A,19,A,16,A,14,14,20
56,3B:10A,3,B,10,A,14,13,20
57,17A:8B,17,A,8,B,13,14,20
58,12A:7A,12,A,7,A,14,14,20
59,15A:16A,15,A,16,A,14,14,20
60,9A:11A,9,A,11,A,14,14,20
61,5A:14B,5,A,14,B,14,15,20
62,17A:5A,17,A,5,A,15,15,20
63,9A:19A,9,A,19,A,15,15,20
64,17A:8A,17,A,8,A,15,15,20
65,6B:16A,6,B,16,A,15,14,20
66,12A:14A,12,A,14,A,14,14,20
67,14A:6B,14,A,6,B,14,15,20
68,14A:16B,14,A,16,B,15,16,20
69,5A:0B,5,A,0,B,16,17,20
70,13A:4A,13,A,4,A,17,17,20
71,11A:8A,11,A,8,A,17,17,20
72,8A:7A,8,A,7,A,17,17,20
73,4A:15A,4,A,15,A,17,17,20
74,19A:17A,19,A,17,A,17,17,20
75,11A:8A,11,A,8,A,17,17,20
76,15A:13A,15,A,13,A,17,17,20
77,8A:2A,8,A,2,A,17,17,20
78,17A:6A,17,A,6,A,17,17,20
79,11A:11A,11,A,11,A,17,17,20
80,19A:12A,19,A,12,A,17,17,20
81,11A:0A,11,A,0,A,17,17,20
82,13A:4A,13,A,4,A,17,17,20
83,17A:1A,17,A,1,A,17,17,20
84,17A:13A,17,A,13,A,17,17,20
85,10B:12A,10,B,12,A,17,16,20
86,15A:11A,15,A,11,A,16,16,20
87,3B:8A,3,B,8,A,16,15,20
88,18B:17A,18,B,17,A,15,14,20
89,9A:19A,9,A,19,A,14,14,20
90,2A:17B,2,A,17,B,14,15,20
91,11A:12B,11,A,12,B,15,16,20
92,11A:2A,11,A,2,A,16,16,20
93,8B:10B,8,B,10,B,16,16,20
94,1A:10B,1,A,10,B,16,17,20
95,2A:2A,2,A,2,A,17,17,20
96,14A:9A,14,A,9,A,17,17,20
97,13A:13A,13,A,13,A,17,17,20
98,7A:0A,7,A,0,A,17,17,20
99,4A:19A,4,A,19,A,17,17,20
100,9A:5A,9,A,5,A,17,17,20
101,1A:19A,1,A,19,A,17,17,20
102,6A:7A,6,A,7,A,17,17,20
103,17A:3B,17,A,3,B,17,18,20
104,18B:0A,18,B,0,A,18,17,20
105,19A:11A,19,A,11,A,17,17,20
106,5A:6A,5,A,6,A,17,17,20
107,13A:9A,13,A,9,A,17,17,20
108,4A:4A,4,A,4,A,17,17,20
109,10A:10A,10,A,10,A,17,17,20
110,3A:14A,3,A,14,A,17,17,20
111,7A:16A,7,A,16,A,17,17,20
112,16A:7A,16,A,7,A,17,17,20
113,9A:1A,9,A,1,A,17,17,20
114,16A:7A,16,A,7,A,17,17,20
115,8B:12A,8,B,12,A,17,16,20
116,10A:14A,10,A,14,A,16,16,20
117,13A:3A,13,A,3,A,16,16,20
118,11A:9A,11,A,9,A,16,16,20
119,6A:0B,6,A,0,B,16,17,20
120,6A:15A,6,A,15,A,17,17,20
121,17A:9A,17,A,9,A,17,17,20
122,3A:15A,3,A,15,A,17,17,20
123,4A:17A,4,A,17,A,17,17,20
124,2A:15A,2,A,15,A,17,17,20
125,0A:11A,0,A,11,A,17,17,20
126,5A:19A,5,A,19,A,17,17,20
