step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,8A:4A,8,A,4,A,13,13,15
1,12A:2A,12,A,2,A,13,13,15
2,14B:8A,14,B,8,A,13,12,15
3,3A:2A,3,A,2,A,12,12,15
4,1A:13B,1,A,13,B,12,13,15
5,0A:0A,0,A,0,A,13,13,15
6,5A:12A,5,A,12,A,13,13,15
7,3A:5A,3,A,5,A,13,13,15
8,0A:4A,0,A,4,A,13,13,15
9,0A:11A,0,A,11,A,13,13,15
10,5A:1A,5,A,1,A,13,13,15
11,10A:7A,10,A,7,A,13,13,15
12,6A:5A,6,A,5,A,13,13,15
13,7A:1A,7,A,1,A,13,13,15
14,6A:3A,6,A,3,A,13,13,15
15,13A:0A,13,A,0,A,13,13,15
16,10A:14B,10,A,14,B,13,14,15
17,13A:8B,13,A,8,B,14,15,15
