step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,5A:12A,5,A,12,A,13,13,15
1,14B:6A,14,B,6,A,13,12,15
2,3A:1A,3,A,1,A,12,12,15
3,7A:11A,7,A,11,A,12,12,15
4,8A:5A,8,A,5,A,12,12,15
5,3A:1A,3,A,1,A,12,12,15
6,11A:10A,11,A,10,A,12,12,15
7,0A:0A,0,A,0,A,12,12,15
8,14B:3A,14,B,3,A,12,11,15
9,12A:9A,12,A,9,A,11,11,15
10,2A:2A,2,A,2,A,11,11,15
11,7A:1A,7,A,1,A,11,11,15
12,8A:3B,8,A,3,B,11,12,15
13,6B:4A,6,B,4,A,12,11,15
14,11A:2A,11,A,2,A,11,11,15
15,9A:11A,9,A,11,A,11,11,15
16,10A:12A,10,A,12,A,11,11,15
17,12A:4B,12,A,4,B,11,12,15
18,1A:0A,1,A,0,A,12,12,15
19,13B:9A,13,B,9,A,12,11,15
20,10A:6B,10,A,6,B,11,12,15
21,5A:11A,5,A,11,A,12,12,15
22,2A:9B,2,A,9,B,12,13,15
23,10A:10A,10,A,10,A,13,13,15
24,3A:11A,3,A,11,A,13,13,15
25,11A:13B,11,A,13,B,13,14,15
26,10A:12A,10,A,12,A,14,14,15
27,1A:9A,1,A,9,A,14,14,15
28,11A:5A,11,A,5,A,14,14,15
29,7A:10A,7,A,10,A,14,14,15
30,5A:8A,5,A,8,A,14,14,15
31,9A:0A,9,A,0,A,14,14,15
32,12A:13A,12,A,13,A,14,14,15
33,7A:6A,7,A,6,A,14,14,15
34,14B:10A,14,B,10,A,14,13,15
35,13A:7A,13,A,7,A,13,13,15
36,10B:6A,10,B,6,A,13,12,15
37,2A:8A,2,A,8,A,12,12,15
38,14B:4A,14,B,4,A,12,11,15
39,9A:14B,9,A,14,B,11,12,15
40,8A:7A,8,A,7,A,12,12,15
41,6B:13A,6,B,13,A,12,11,15
42,10B:4B,10,B,4,B,11,11,15
43,4B:3A,4,B,3,A,11,10,15
44,12A:1A,12,A,1,A,10,10,15
45,4B:7A,4,B,7,A,10,9,15
46,3B:7B,3,B,7,B,9,9,15
47,8A:10B,8,A,10,B,9,10,15
48,5A:0A,5,A,0,A,10,10,15
49,7B:5A,7,B,5,A,10,9,15
50,2A:3B,2,A,3,B,9,10,15
51,5B:4B,5,B,4,B,10,10,15
52,5B:14A,5,B,14,A,10,9,15
53,8A:14B,8,A,14,B,9,10,15
54,4B:0A,4,B,0,A,10,9,15
55,7B:3A,7,B,3,A,9,8,15
56,1A:11A,1,A,11,A,8,8,15
57,6B:8A,6,B,8,A,8,7,15
58,11A:11A,11,A,11,A,7,7,15
59,7B:11A,7,B,11,A,7,6,15
60,7B:12A,7,B,12,A,6,5,15
61,0B:4B,0,B,4,B,5,5,15
62,3B:11B,3,B,11,B,5,5,15
63,3B:10A,3,B,10,A,5,4,15
64,8B:7B,8,B,7,B,4,4,15
65,8B:5B,8,B,5,B,4,4,15
66,6B:11B,6,B,11,B,4,4,15
67,8B:5B,8,B,5,B,4,4,15
68,10B:4B,10,B,4,B,4,4,15
69,4B:3B,4,B,3,B,4,4,15
70,1A:3B,1,A,3,B,4,5,15
71,4B:11B,4,B,11,B,5,5,15
72,8B:12B,8,B,12,B,5,5,15
73,10B:3A,10,B,3,A,5,4,15
74,3B:7B,3,B,7,B,4,4,15
75,4B:9A,4,B,9,A,4,3,15
76,14A:8B,14,A,8,B,3,4,15
77,8A:1A,8,A,1,A,4,4,15
78,12B:4B,12,B,4,B,4,4,15
79,3B:2A,3,B,2,A,4,3,15
80,4B:11B,4,B,11,B,3,3,15
81,8A:4B,8,A,4,B,3,4,15
82,0B:0B,0,B,0,B,4,4,15
83,8A:11B,8,A,11,B,4,5,15
84,14A:10B,14,A,10,B,5,6,15
85,13B:7B,13,B,7,B,6,6,15
86,1A:0B,1,A,0,B,6,7,15
87,8A:7B,8,A,7,B,7,8,15
88,7A:5B,7,A,5,B,8,9,15
89,2B:0A,2,B,0,A,9,8,15
90,3B:13B,3,B,13,B,8,8,15
91,7A:13B,7,A,13,B,8,9,15
92,0B:7A,0,B,7,A,9,8,15
93,1A:10A,1,A,10,A,8,8,15
94,10A:2B,10,A,2,B,8,9,15
95,2A:9B,2,A,9,B,9,10,15
96,14A:1A,14,A,1,A,10,10,15
97,14A:1A,14,A,1,A,10,10,15
98,8A:6B,8,A,6,B,10,11,15
99,9A:12B,9,A,12,B,11,12,15
100,9A:12A,9,A,12,A,12,12,15
101,7B:7B,7,B,7,B,12,12,15
102,13A:4A,13,A,4,A,12,12,15
103,12A:6A,12,A,6,A,12,12,15
104,4A:9A,4,A,9,A,12,12,15
105,0B:11A,0,B,11,A,12,11,15
106,1A:12A,1,A,12,A,11,11,15
107,3B:3B,3,B,3,B,11,11,15
108,3B:1A,3,B,1,A,11,10,15
109,2A:2A,2,A,2,A,10,10,15
110,8A:2A,8,A,2,A,10,10,15
111,0B:7B,0,B,7,B,10,10,15
112,10A:7B,10,A,7,B,10,11,15
113,4A:3B,4,A,3,B,11,12,15
114,4A:4A,4,A,4,A,12,12,15
115,10A:7A,10,A,7,A,12,12,15
116,1B:3A,1,B,3,A,12,11,15
117,13A:12A,13,A,12,A,11,11,15
118,11B:9A,11,B,9,A,11,10,15
119,9B:14A,9,B,14,A,10,9,15
120,2A:1B,2,A,1,B,9,10,15
121,8A:10A,8,A,10,A,10,10,15
122,2A:4A,2,A,4,A,10,10,15
123,12A:1A,12,A,1,A,10,10,15
124,0B:12A,0,B,12,A,10,9,15
125,4A:11B,4,A,11,B,9,10,15
126,12B:14B,12,B,14,B,10,10,15
127,4A:1A,4,A,1,A,10,10,15
128,7A:4A,7,A,4,A,10,10,15
129,10A:4A,10,A,4,A,10,10,15
130,7A:7A,7,A,7,A,10,10,15
131,6A:9B,6,A,9,B,10,11,15
132,0B:6A,0,B,6,A,11,10,15
133,11A:9A,11,A,9,A,10,10,15
134,3B:1A,3,B,1,A,10,9,15
135,3B:10A,3,B,10,A,9,8,15
136,12B:9A,12,B,9,A,8,7,15
137,8A:0B,8,A,0,B,7,8,15
138,14B:10B,14,B,10,B,8,8,15
139,12B:9B,12,B,9,B,8,8,15
140,0A:12B,0,A,12,B,8,9,15
141,2A:8A,2,A,8,A,9,9,15
142,9B:14B,9,B,14,B,9,9,15
143,4A:9B,4,A,9,B,9,10,15
144,6B:13A,6,B,13,A,10,9,15
145,7A:1B,7,A,1,B,9,10,15
146,7A:6B,7,A,6,B,10,11,15
147,4A:10B,4,A,10,B,11,12,15
148,1A:2A,1,A,2,A,12,12,15
149,4A:11A,4,A,11,A,12,12,15
150,7A:10A,7,A,10,A,12,12,15
151,14B:13B,14,B,13,B,12,12,15
152,11A:0A,11,A,0,A,12,12,15
153,6A:5A,6,A,5,A,12,12,15
154,3B:1A,3,B,1,A,12,11,15
155,14B:6A,14,B,6,A,11,10,15
156,12A:13B,12,A,13,B,10,11,15
157,14B:10A,14,B,10,A,11,10,15
158,13A:7A,13,A,7,A,10,10,15
159,6B:3B,6,B,3,B,10,10,15
160,7A:9A,7,A,9,A,10,10,15
161,11A:10B,11,A,10,B,10,11,15
162,6B:0A,6,B,0,A,11,10,15
163,3B:8A,3,B,8,A,10,9,15
164,1B:4A,1,B,4,A,9,8,15
165,6B:11A,6,B,11,A,8,7,15
166,7A:0B,7,A,0,B,7,8,15
167,14B:9A,14,B,9,A,8,7,15
168,11B:11B,11,B,11,B,7,7,15
169,2A:8B,2,A,8,B,7,8,15
170,0A:6B,0,A,6,B,8,9,15
171,1B:13A,1,B,13,A,9,8,15
172,13B:7A,13,B,7,A,8,7,15
173,14B:10A,14,B,10,A,7,6,15
174,12A:7B,12,A,7,B,6,7,15
175,13B:4B,13,B,4,B,7,7,15
176,7A:4B,7,A,4,B,7,8,15
177,6A:7A,6,A,7,A,8,8,15
178,14B:3B,14,B,3,B,8,8,15
179,6A:2A,6,A,2,A,8,8,15
180,5A:14B,5,A,14,B,8,9,15
181,8A:11B,8,A,11,B,9,10,15
182,13B:13B,13,B,13,B,10,10,15
183,1B:12A,1,B,12,A,10,9,15
184,11A:6A,11,A,6,A,9,9,15
185,5A:12B,5,A,12,B,9,10,15
186,7A:13B,7,A,13,B,10,11,15
187,0A:11A,0,A,11,A,11,11,15
188,4A:9B,4,A,9,B,11,12,15
189,8A:10B,8,A,10,B,12,13,15
190,7A:2A,7,A,2,A,13,13,15
191,6A:7A,6,A,7,A,13,13,15
192,5A:8A,5,A,8,A,13,13,15
193,11A:6A,11,A,6,A,13,13,15
194,6A:5A,6,A,5,A,13,13,15
195,13A:11A,13,A,11,A,13,13,15
196,3B:6A,3,B,6,A,13,12,15
197,3B:12A,3,B,12,A,12,11,15
198,6B:5A,6,B,5,A,11,10,15
199,11A:11A,11,A,11,A,10,10,15
200,13A:6B,13,A,6,B,10,11,15
201,5B:10A,5,B,10,A,11,10,15
202,11A:10B,11,A,10,B,10,11,15
203,14A:7A,14,A,7,A,11,11,15
204,14A:2A,14,A,2,A,11,11,15
205,7A:9A,7,A,9,A,11,11,15
206,4A:1B,4,A,1,B,11,12,15
207,13A:7A,13,A,7,A,12,12,15
208,1A:14A,1,A,14,A,12,12,15
209,6A:11A,6,A,11,A,12,12,15
210,2A:13A,2,A,13,A,12,12,15
211,9A:2A,9,A,2,A,12,12,15
212,1A:12B,1,A,12,B,12,13,15
213,14A:5B,14,A,5,B,13,14,15
214,9A:6A,9,A,6,A,14,14,15
215,9A:13A,9,A,13,A,14,14,15
216,4A:10A,4,A,10,A,14,14,15
217,12A:6A,12,A,6,A,14,14,15
218,14A:10A,14,A,10,A,14,14,15
219,10A:12A,10,A,12,A,14,14,15
220,7A:8A,7,A,8,A,14,14,15
221,0A:1A,0,A,1,A,14,14,15
222,3B:10A,3,B,10,A,14,13,15
223,13A:3B,13,A,3,B,13,14,15
224,11A:6A,11,A,6,A,14,14,15
225,14A:12A,14,A,12,A,14,14,15
226,9A:13A,9,A,13,A,14,14,15
227,1A:2A,1,A,2,A,14,14,15
228,10B:14A,10,B,14,A,14,13,15
229,0A:5A,0,A,5,A,13,13,15
230,11A:4A,11,A,4,A,13,13,15
231,5A:6A,5,A,6,A,13,13,15
232,2A:8A,2,A,8,A,13,13,15
233,6A:10B,6,A,10,B,13,14,15
234,11A:2A,11,A,2,A,14,14,15
235,2A:9A,2,A,9,A,14,14,15
236,13A:9A,13,A,9,A,14,14,15
237,10A:7A,10,A,7,A,14,14,15
238,13A:2A,13,A,2,A,14,14,15
239,3A:10A,3,A,10,A,14,14,15
240,3A:4A,3,A,4,A,14,14,15
241,10A:14B,10,A,14,B,14,15,15
