step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,11A:0A,11,A,0,A,13,13,15
1,10A:8A,10,A,8,A,13,13,15
2,3A:5A,3,A,5,A,13,13,15
3,14B:7A,14,B,7,A,13,12,15
4,7B:5A,7,B,5,A,12,11,15
5,14B:7B,14,B,7,B,11,11,15
6,13B:5B,13,B,5,B,11,11,15
7,8A:10A,8,A,10,A,11,11,15
8,11A:11A,11,A,11,A,11,11,15
9,10A:12A,10,A,12,A,11,11,15
10,10A:9A,10,A,9,A,11,11,15
11,7B:3A,7,B,3,A,11,10,15
12,4A:4A,4,A,4,A,10,10,15
13,3B:4A,3,B,4,A,10,9,15
14,11A:11A,11,A,11,A,9,9,15
15,3B:11A,3,B,11,A,9,8,15
16,7B:7B,7,B,7,B,8,8,15
17,5B:14B,5,B,14,B,8,8,15
18,14B:11B,14,B,11,B,8,8,15
19,4B:1A,4,B,1,A,8,7,15
20,8A:8A,8,A,8,A,7,7,15
21,5B:6A,5,B,6,A,7,6,15
22,12A:12A,12,A,12,A,6,6,15
23,12A:4B,12,A,4,B,6,7,15
24,0A:11B,0,A,11,B,7,8,15
25,1B:14B,1,B,14,B,8,8,15
26,6B:4A,6,B,4,A,8,7,15
27,11A:3B,11,A,3,B,7,8,15
28,3A:8A,3,A,8,A,8,8,15
29,4B:8A,4,B,8,A,8,7,15
30,10A:2A,10,A,2,A,7,7,15
31,1B:11A,1,B,11,A,7,6,15
32,8B:3A,8,B,3,A,6,5,15
33,0A:14B,0,A,14,B,5,6,15
34,7B:10A,7,B,10,A,6,5,15
35,3B:1B,3,B,1,B,5,5,15
36,6B:11B,6,B,11,B,5,5,15
37,7B:10B,7,B,10,B,5,5,15
38,11B:0A,11,B,0,A,5,4,15
39,14A:14A,14,A,14,A,4,4,15
40,2A:10B,2,A,10,B,4,5,15
41,14A:14A,14,A,14,A,5,5,15
42,7B:10A,7,B,10,A,5,4,15
43,2A:4B,2,A,4,B,4,5,15
44,4A:10B,4,A,10,B,5,6,15
45,0B:12A,0,B,12,A,6,5,15
46,1B:9A,1,B,9,A,5,4,15
47,3B:11B,3,B,11,B,4,4,15
48,10A:14A,10,A,14,A,4,4,15
49,0B:14A,0,B,14,A,4,3,15
50,2A:14B,2,A,14,B,3,4,15
51,12B:14A,12,B,14,A,4,3,15
52,13B:13B,13,B,13,B,3,3,15
53,5B:7B,5,B,7,B,3,3,15
54,2A:11B,2,A,11,B,3,4,15
55,14B:14B,14,B,14,B,4,4,15
56,4A:0B,4,A,0,B,4,5,15
57,0A:9B,0,A,9,B,5,6,15
58,9A:14B,9,A,14,B,6,7,15
59,14A:4A,14,A,4,A,7,7,15
60,6B:10A,6,B,10,A,7,6,15
61,8B:7B,8,B,7,B,6,6,15
62,13B:2A,13,B,2,A,6,5,15
63,12B:7B,12,B,7,B,5,5,15
64,4A:12B,4,A,12,B,5,6,15
65,1B:2B,1,B,2,B,6,6,15
66,10B:10B,10,B,10,B,6,6,15
67,3B:2B,3,B,2,B,6,6,15
68,0A:5B,0,A,5,B,6,7,15
69,11A:9A,11,A,9,A,7,7,15
70,10B:3B,10,B,3,B,7,7,15
71,2B:13B,2,B,13,B,7,7,15
72,9A:6B,9,A,6,B,7,8,15
73,12A:8B,12,A,8,B,8,9,15
74,4A:6A,4,A,6,A,9,9,15
75,10B:2B,10,B,2,B,9,9,15
76,14A:7B,14,A,7,B,9,10,15
77,4A:3B,4,A,3,B,10,11,15
78,0A:6A,0,A,6,A,11,11,15
79,3A:12A,3,A,12,A,11,11,15
80,4A:5A,4,A,5,A,11,11,15
81,4A:11A,4,A,11,A,11,11,15
82,8A:4A,8,A,4,A,11,11,15
83,9A:11A,9,A,11,A,11,11,15
84,3A:10B,3,A,10,B,11,12,15
85,1B:4A,1,B,4,A,12,11,15
86,2B:10A,2,B,10,A,11,10,15
87,7A:14A,7,A,14,A,10,10,15
88,13B:12A,13,B,12,A,10,9,15
89,4B:1B,4,B,1,B,9,9,15
90,9A:4B,9,A,4,B,9,10,15
91,5A:3A,5,A,3,A,10,10,15
92,3A:2B,3,A,2,B,10,11,15
93,7A:7A,7,A,7,A,11,11,15
94,11A:9A,11,A,9,A,11,11,15
95,5A:11A,5,A,11,A,11,11,15
96,8A:7A,8,A,7,A,11,11,15
97,11A:12B,11,A,12,B,11,12,15
98,9A:3A,9,A,3,A,12,12,15
99,11A:10B,11,A,10,B,12,13,15
100,11A:13B,11,A,13,B,13,14,15
101,11A:8A,11,A,8,A,14,14,15
102,6A:11A,6,A,11,A,14,14,15
103,5A:14A,5,A,14,A,14,14,15
104,8A:0A,8,A,0,A,14,14,15
105,12A:14A,12,A,14,A,14,14,15
106,7A:9A,7,A,9,A,14,14,15
107,8A:2A,8,A,2,A,14,14,15
108,4A:8A,4,A,8,A,14,14,15
109,6A:10A,6,A,10,A,14,14,15
110,3A:9A,3,A,9,A,14,14,15
111,7A:14A,7,A,14,A,14,14,15
112,7A:12A,7,A,12,A,14,14,15
113,0A:2A,0,A,2,A,14,14,15
114,7A:7A,7,A,7,A,14,14,15
115,8A:8A,8,A,8,A,14,14,15
116,6A:12A,6,A,12,A,14,14,15
117,4A:0A,4,A,0,A,14,14,15
118,5A:13A,5,A,13,A,14,14,15
119,0A:3A,0,A,3,A,14,14,15
120,8A:0A,8,A,0,A,14,14,15
121,6A:11A,6,A,11,A,14,14,15
122,0A:0A,0,A,0,A,14,14,15
123,14A:1B,14,A,1,B,14,15,15
