step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,5A:1A,5,A,1,A,13,13,15
1,14B:14B,14,B,14,B,13,13,15
2,4A:5A,4,A,5,A,13,13,15
3,9A:1A,9,A,1,A,13,13,15
4,10A:4A,10,A,4,A,13,13,15
5,7A:10A,7,A,10,A,13,13,15
6,6A:6A,6,A,6,A,13,13,15
7,10A:8A,10,A,8,A,13,13,15
8,1A:6A,1,A,6,A,13,13,15
9,9A:6A,9,A,6,A,13,13,15
10,10A:14B,10,A,14,B,13,14,15
11,2A:9A,2,A,9,A,14,14,15
12,4A:8A,4,A,8,A,14,14,15
13,12A:4A,12,A,4,A,14,14,15
14,4A:6A,4,A,6,A,14,14,15
15,11A:9A,11,A,9,A,14,14,15
16,9A:7A,9,A,7,A,14,14,15
17,6A:10A,6,A,10,A,14,14,15
18,3A:7A,3,A,7,A,14,14,15
19,11A:12A,11,A,12,A,14,14,15
20,11A:10A,11,A,10,A,14,14,15
21,1A:8A,1,A,8,A,14,14,15
22,9A:9A,9,A,9,A,14,14,15
23,5A:13B,5,A,13,B,14,15,15
