step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,3A:14B,3,A,14,B,11,12,15
1,4A:14A,4,A,14,A,12,12,15
2,0A:14A,0,A,14,A,12,12,15
3,2A:11B,2,A,11,B,12,13,15
4,1A:12B,1,A,12,B,13,14,15
5,7A:3A,7,A,3,A,14,14,15
6,10A:11A,10,A,11,A,14,14,15
7,3A:14A,3,A,14,A,14,14,15
8,3A:5A,3,A,5,A,14,14,15
9,11A:6A,11,A,6,A,14,14,15
10,6A:10A,6,A,10,A,14,14,15
11,5A:4A,5,A,4,A,14,14,15
12,5A:14A,5,A,14,A,14,14,15
13,7A:1A,7,A,1,A,14,14,15
14,12A:11A,12,A,11,A,14,14,15
15,7A:13B,7,A,13,B,14,15,15
