step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,7B:11B,7,B,11,B,7,7,15
1,7B:12B,7,B,12,B,7,7,15
2,13B:0A,13,B,0,A,7,6,15
3,12B:10B,12,B,10,B,6,6,15
4,12B:3A,12,B,3,A,6,5,15
5,6A:8B,6,A,8,B,5,6,15
6,2A:6A,2,A,6,A,6,6,15
7,4A:0B,4,A,0,B,6,7,15
8,11B:12B,11,B,12,B,7,7,15
9,14B:7B,14,B,7,B,7,7,15
10,5A:3B,5,A,3,B,7,8,15
11,6A:9B,6,A,9,B,8,9,15
12,0A:14B,0,A,14,B,9,10,15
13,14A:5A,14,A,5,A,10,10,15
14,14A:2A,14,A,2,A,10,10,15
15,5A:13B,5,A,13,B,10,11,15
16,8A:5A,8,A,5,A,11,11,15
17,7B:2A,7,B,2,A,11,10,15
18,11B:12B,11,B,12,B,10,10,15
19,0A:9A,0,A,9,A,10,10,15
20,0A:4A,0,A,4,A,10,10,15
21,3A:14A,3,A,14,A,10,10,15
22,0A:12B,0,A,12,B,10,11,15
23,5A:4A,5,A,4,A,11,11,15
24,9A:8A,9,A,8,A,11,11,15
25,11B:6A,11,B,6,A,11,10,15
26,10B:1A,10,B,1,A,10,9,15
27,9A:8A,9,A,8,A,9,9,15
28,9A:4A,9,A,4,A,9,9,15
29,1B:1B,1,B,1,B,9,9,15
30,7B:3A,7,B,3,A,9,8,15
31,14A:2B,14,A,2,B,8,9,15
32,8A:6B,8,A,6,B,9,10,15
33,8A:12A,8,A,12,A,10,10,15
34,12A:10B,12,A,10,B,10,11,15
35,9A:4A,9,A,4,A,11,11,15
36,10A:11B,10,A,11,B,11,12,15
37,14A:3B,14,A,3,B,12,13,15
38,0A:1B,0,A,1,B,13,14,15
39,13A:1A,13,A,1,A,14,14,15
40,6A:9A,6,A,9,A,14,14,15
41,0A:10A,0,A,10,A,14,14,15
42,11A:11A,11,A,11,A,14,14,15
43,2A:0A,2,A,0,A,14,14,15
44,10A:11A,10,A,11,A,14,14,15
45,0A:7B,0,A,7,B,14,15,15
