run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp001_run02,0,11,B,1,A,11B:1A,5,4,24,1.1,5
exp001_run02,3,12,B,17,B,12B:17B,3,3,24,1.1,5
exp001_run02,6,10,B,7,B,10B:7B,3,3,24,1.1,5
exp001_run02,9,23,B,20,B,23B:20B,4,4,24,1.1,5
exp001_run02,12,15,B,17,B,15B:17B,4,4,24,1.1,5
exp001_run02,15,14,B,6,B,14B:6B,3,3,24,1.1,5
exp001_run02,18,13,B,9,B,13B:9B,3,3,24,1.1,5
exp001_run02,21,5,A,8,A,5A:8A,5,5,24,1.1,5
exp001_run02,24,14,B,18,B,14B:18B,5,5,24,1.1,5
exp001_run02,27,15,B,10,B,15B:10B,4,4,24,1.1,5
exp001_run02,30,13,B,1,B,13B:1B,4,4,24,1.1,5
exp001_run02,33,5,A,1,B,5A:1B,4,5,24,1.1,5
exp001_run02,36,10,B,21,B,10B:21B,4,4,24,1.1,5
exp001_run02,39,3,A,9,B,3A:9B,4,5,24,1.1,5
exp001_run02,42,5,A,19,B,5A:19B,5,6,24,1.1,5
exp001_run02,45,13,B,21,B,13B:21B,6,6,24,1.1,5
exp001_run02,48,2,A,18,B,2A:18B,7,8,24,1.1,5
exp001_run02,51,12,B,15,B,12B:15B,8,8,24,1.1,5
exp001_run02,54,11,B,17,B,11B:17B,8,8,24,1.1,5
exp001_run02,57,3,A,4,B,3A:4B,7,8,24,1.1,5
exp001_run02,60,16,A,3,A,16A:3A,8,8,24,1.1,5
exp001_run02,63,3,A,19,A,3A:19A,7,7,24,1.1,5
exp001_run02,66,5,A,4,A,5A:4A,6,6,24,1.1,5
exp001_run02,69,18,B,22,B,18B:22B,6,6,24,1.1,5
exp001_run02,72,15,B,14,B,15B:14B,6,6,24,1.1,5
exp001_run02,75,15,B,4,A,15B:4A,6,5,24,1.1,5
exp001_run02,78,18,B,4,B,18B:4B,6,6,24,1.1,5
exp001_run02,81,18,B,13,B,18B:13B,7,7,24,1.1,5
exp001_run02,84,18,B,10,B,18B:10B,8,8,24,1.1,5
exp001_run02,87,20,B,1,A,20B:1A,9,8,24,1.1,5
exp001_run02,90,23,B,14,B,23B:14B,7,7,24,1.1,5
exp001_run02,93,3,A,16,B,3A:16B,7,8,24,1.1,5
exp001_run02,96,1,B,19,A,1B:19A,8,7,24,1.1,5
exp001_run02,99,7,A,15,A,7A:15A,6,6,24,1.1,5
exp001_run02,102,12,B,19,B,12B:19B,5,5,24,1.1,5
exp001_run02,105,22,B,18,B,22B:18B,5,5,24,1.1,5
exp001_run02,108,12,B,12,B,12B:12B,5,5,24,1.1,5
exp001_run02,111,21,B,7,A,21B:7A,5,4,24,1.1,5
exp001_run02,114,20,B,17,B,20B:17B,3,3,24,1.1,5
exp001_run02,117,18,B,10,B,18B:10B,2,2,24,1.1,5
exp001_run02,120,15,A,19,B,15A:19B,2,3,24,1.1,5
exp001_run02,123,9,B,5,B,9B:5B,3,3,24,1.1,5
exp001_run02,126,7,B,8,B,7B:8B,3,3,24,1.1,5
exp001_run02,129,14,B,4,B,14B:4B,3,3,24,1.1,5
exp001_run02,132,23,B,7,A,23B:7A,4,3,24,1.1,5
exp001_run02,135,21,B,2,B,21B:2B,3,3,24,1.1,5
exp001_run02,138,20,B,5,B,20B:5B,3,3,24,1.1,5
exp001_run02,141,12,B,22,B,12B:22B,3,3,24,1.1,5
exp001_run02,144,10,B,9,B,10B:9B,2,2,24,1.1,5
exp001_run02,147,18,B,17,B,18B:17B,2,2,24,1.1,5
exp001_run02,150,17,B,12,B,17B:12B,2,2,24,1.1,5
exp001_run02,153,2,A,3,B,2A:3B,3,4,24,1.1,5
exp001_run02,156,3,A,13,B,3A:13B,4,5,24,1.1,5
exp001_run02,159,10,B,5,B,10B:5B,5,5,24,1.1,5
exp001_run02,162,14,B,6,A,14B:6A,5,4,24,1.1,5
exp001_run02,165,22,B,14,B,22B:14B,3,3,24,1.1,5
exp001_run02,168,22,B,10,B,22B:10B,4,4,24,1.1,5
exp001_run02,171,15,A,4,B,15A:4B,4,5,24,1.1,5
exp001_run02,174,12,B,7,B,12B:7B,6,6,24,1.1,5
exp001_run02,177,11,B,20,B,11B:20B,5,5,24,1.1,5
exp001_run02,180,4,A,10,B,4A:10B,5,6,24,1.1,5
exp001_run02,183,4,A,4,A,4A:4A,6,6,24,1.1,5
exp001_run02,186,19,B,23,B,19B:23B,5,5,24,1.1,5
exp001_run02,189,12,B,12,B,12B:12B,6,6,24,1.1,5
exp001_run02,192,4,A,4,A,4A:4A,6,6,24,1.1,5
exp001_run02,195,23,B,17,B,23B:17B,6,6,24,1.1,5
exp001_run02,198,15,A,7,B,15A:7B,6,7,24,1.1,5
exp001_run02,201,4,A,16,B,4A:16B,7,8,24,1.1,5
exp001_run02,204,0,B,4,A,0B:4A,8,7,24,1.1,5
exp001_run02,207,9,B,21,B,9B:21B,7,7,24,1.1,5
exp001_run02,210,7,A,7,A,7A:7A,7,7,24,1.1,5
exp001_run02,213,2,B,20,B,2B:20B,6,6,24,1.1,5
