run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp002_run02,0,3,A,3,A,3A:3A,13,13,22,1.3,13
exp002_run02,1,12,A,13,B,12A:13B,13,14,22,1.3,13
exp002_run02,2,2,A,13,A,2A:13A,14,14,22,1.3,13
exp002_run02,3,8,A,16,B,8A:16B,14,15,22,1.3,13
exp002_run02,4,15,B,1,A,15B:1A,15,14,22,1.3,13
exp002_run02,5,1,B,10,A,1B:10A,14,13,22,1.3,13
exp002_run02,6,18,B,9,A,18B:9A,13,12,22,1.3,13
exp002_run02,7,10,B,14,B,10B:14B,12,12,22,1.3,13
exp002_run02,8,8,A,8,A,8A:8A,12,12,22,1.3,13
exp002_run02,9,5,A,2,A,5A:2A,12,12,22,1.3,13
