run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp001_run02,0,11,B,1,A,11B:1A,5,4,24,1.1,5
exp001_run02,1,16,B,19,B,16B:19B,4,4,24,1.1,5
exp001_run02,2,19,B,0,A,19B:0A,4,3,24,1.1,5
exp001_run02,3,12,B,17,B,12B:17B,3,3,24,1.1,5
exp001_run02,4,22,B,16,B,22B:16B,3,3,24,1.1,5
exp001_run02,5,13,B,23,B,13B:23B,3,3,24,1.1,5
exp001_run02,6,10,B,7,B,10B:7B,3,3,24,1.1,5
exp001_run02,7,2,A,5,B,2A:5B,3,4,24,1.1,5
exp001_run02,8,13,B,0,B,13B:0B,4,4,24,1.1,5
exp001_run02,9,23,B,20,B,23B:20B,4,4,24,1.1,5
exp001_run02,10,11,B,19,B,11B:19B,4,4,24,1.1,5
exp001_run02,11,17,B,17,B,17B:17B,4,4,24,1.1,5
exp001_run02,12,15,B,17,B,15B:17B,4,4,24,1.1,5
exp001_run02,13,14,B,4,A,14B:4A,4,3,24,1.1,5
exp001_run02,14,19,B,16,B,19B:16B,3,3,24,1.1,5
exp001_run02,15,14,B,6,B,14B:6B,3,3,24,1.1,5
exp001_run02,16,18,B,13,B,18B:13B,3,3,24,1.1,5
exp001_run02,17,20,B,17,B,20B:17B,3,3,24,1.1,5
exp001_run02,18,13,B,9,B,13B:9B,3,3,24,1.1,5
exp001_run02,19,3,A,8,B,3A:8B,3,4,24,1.1,5
exp001_run02,20,3,A,22,B,3A:22B,4,5,24,1.1,5
exp001_run02,21,5,A,8,A,5A:8A,5,5,24,1.1,5
exp001_run02,22,23,B,13,B,23B:13B,5,5,24,1.1,5
exp001_run02,23,15,B,20,B,15B:20B,5,5,24,1.1,5
exp001_run02,24,14,B,18,B,14B:18B,5,5,24,1.1,5
exp001_run02,25,7,B,6,B,7B:6B,5,5,24,1.1,5
exp001_run02,26,20,B,8,A,20B:8A,5,4,24,1.1,5
exp001_run02,27,15,B,10,B,15B:10B,4,4,24,1.1,5
exp001_run02,28,23,B,11,B,23B:11B,4,4,24,1.1,5
exp001_run02,29,11,B,11,B,11B:11B,4,4,24,1.1,5
exp001_run02,30,13,B,1,B,13B:1B,4,4,24,1.1,5
exp001_run02,31,17,B,10,B,17B:10B,4,4,24,1.1,5
exp001_run02,32,19,B,10,B,19B:10B,4,4,24,1.1,5
exp001_run02,33,5,A,1,B,5A:1B,4,5,24,1.1,5
exp001_run02,34,7,B,17,B,7B:17B,5,5,24,1.1,5
exp001_run02,35,12,B,22,A,12B:22A,5,4,24,1.1,5
exp001_run02,36,10,B,21,B,10B:21B,4,4,24,1.1,5
exp001_run02,37,11,B,23,B,11B:23B,4,4,24,1.1,5
exp001_run02,38,14,B,6,B,14B:6B,4,4,24,1.1,5
exp001_run02,39,3,A,9,B,3A:9B,4,5,24,1.1,5
exp001_run02,40,5,A,9,A,5A:9A,5,5,24,1.1,5
exp001_run02,41,0,B,7,B,0B:7B,5,5,24,1.1,5
exp001_run02,42,5,A,19,B,5A:19B,5,6,24,1.1,5
exp001_run02,43,18,B,20,B,18B:20B,6,6,24,1.1,5
exp001_run02,44,21,B,20,B,21B:20B,6,6,24,1.1,5
exp001_run02,45,13,B,21,B,13B:21B,6,6,24,1.1,5
exp001_run02,46,9,A,16,B,9A:16B,6,7,24,1.1,5
exp001_run02,47,8,B,13,B,8B:13B,7,7,24,1.1,5
exp001_run02,48,2,A,18,B,2A:18B,7,8,24,1.1,5
exp001_run02,49,6,B,6,B,6B:6B,8,8,24,1.1,5
exp001_run02,50,14,B,7,B,14B:7B,8,8,24,1.1,5
exp001_run02,51,12,B,15,B,12B:15B,8,8,24,1.1,5
exp001_run02,52,16,A,9,A,16A:9A,8,8,24,1.1,5
exp001_run02,53,19,A,9,A,19A:9A,8,8,24,1.1,5
exp001_run02,54,11,B,17,B,11B:17B,8,8,24,1.1,5
exp001_run02,55,22,B,2,A,22B:2A,8,7,24,1.1,5
exp001_run02,56,21,B,15,B,21B:15B,7,7,24,1.1,5
exp001_run02,57,3,A,4,B,3A:4B,7,8,24,1.1,5
exp001_run02,58,22,B,6,B,22B:6B,8,8,24,1.1,5
exp001_run02,59,0,B,22,B,0B:22B,8,8,24,1.1,5
exp001_run02,60,16,A,3,A,16A:3A,8,8,24,1.1,5
exp001_run02,61,6,B,18,A,6B:18A,8,7,24,1.1,5
exp001_run02,62,8,B,7,B,8B:7B,7,7,24,1.1,5
exp001_run02,63,3,A,19,A,3A:19A,7,7,24,1.1,5
exp001_run02,64,15,B,16,A,15B:16A,7,6,24,1.1,5
