run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp002_run02,296,7,B,0,B,7B:0B,1,1,22,1.3,13
exp002_run02,297,13,B,10,B,13B:10B,1,1,22,1.3,13
exp002_run02,298,20,B,2,B,20B:2B,1,1,22,1.3,13
exp002_run02,299,2,B,9,B,2B:9B,1,1,22,1.3,13
exp002_run02,300,18,B,14,B,18B:14B,1,1,22,1.3,13
exp002_run02,301,11,B,5,B,11B:5B,1,1,22,1.3,13
exp002_run02,302,21,B,21,B,21B:21B,1,1,22,1.3,13
exp002_run02,303,8,B,2,B,8B:2B,1,1,22,1.3,13
exp002_run02,304,13,B,10,B,13B:10B,1,1,22,1.3,13
exp002_run02,305,7,B,15,A,7B:15A,1,0,22,1.3,13
