step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,1A:16B,1,A,16,B,13,14,20
1,7A:16A,7,A,16,A,14,14,20
2,17B:0A,17,B,0,A,14,13,20
3,3A:6A,3,A,6,A,13,13,20
4,16A:7A,16,A,7,A,13,13,20
5,0B:1A,0,B,1,A,13,12,20
6,18B:6A,18,B,6,A,12,11,20
7,5A:14B,5,A,14,B,11,12,20
8,9A:3A,9,A,3,A,12,12,20
9,13B:7A,13,B,7,A,12,11,20
10,7B:19B,7,B,19,B,11,11,20
11,8A:15B,8,A,15,B,11,12,20
12,11A:11A,11,A,11,A,12,12,20
13,6B:8A,6,B,8,A,12,11,20
14,14A:2A,14,A,2,A,11,11,20
15,5A:12A,5,A,12,A,11,11,20
16,1B:18B,1,B,18,B,11,11,20
17,15A:6B,15,A,6,B,11,12,20
18,16A:7B,16,A,7,B,12,13,20
19,13B:8B,13,B,8,B,13,13,20
20,12A:16A,12,A,16,A,13,13,20
21,0B:0B,0,B,0,B,13,13,20
22,9A:4A,9,A,4,A,13,13,20
23,12A:19B,12,A,19,B,13,14,20
24,15A:7A,15,A,7,A,14,14,20
25,5A:9A,5,A,9,A,14,14,20
26,14A:8B,14,A,8,B,14,15,20
27,8A:12A,8,A,12,A,15,15,20
28,16A:14A,16,A,14,A,15,15,20
29,5A:14A,5,A,14,A,15,15,20
30,6A:16A,6,A,16,A,15,15,20
31,16A:12A,16,A,12,A,15,15,20
32,11A:0B,11,A,0,B,15,16,20
33,10A:11A,10,A,11,A,16,16,20
34,10A:19A,10,A,19,A,16,16,20
35,11A:9A,11,A,9,A,16,16,20
36,13B:15A,13,B,15,A,16,15,20
37,1B:8A,1,B,8,A,15,14,20
38,12A:8B,12,A,8,B,14,15,20
39,5A:9A,5,A,9,A,15,15,20
40,3A:16A,3,A,16,A,15,15,20
41,14A:1B,14,A,1,B,15,16,20
42,15B:19A,15,B,19,A,16,15,20
43,7A:10A,7,A,10,A,15,15,20
44,12A:0A,12,A,0,A,15,15,20
45,12A:9A,12,A,9,A,15,15,20
46,4A:13B,4,A,13,B,15,16,20
47,7A:1A,7,A,1,A,16,16,20
48,11A:18B,11,A,18,B,16,17,20
49,16A:10A,16,A,10,A,17,17,20
50,14A:7A,14,A,7,A,17,17,20
51,13A:15B,13,A,15,B,17,18,20
52,17B:11A,17,B,11,A,18,17,20
53,9A:5A,9,A,5,A,17,17,20
54,16A:17B,16,A,17,B,17,18,20
55,3A:3A,3,A,3,A,18,18,20
56,9A:8A,9,A,8,A,18,18,20
57,14A:17A,14,A,17,A,18,18,20
58,15A:5A,15,A,5,A,18,18,20
59,18A:10A,18,A,10,A,18,18,20
60,13A:7A,13,A,7,A,18,18,20
61,6A:9A,6,A,9,A,18,18,20
62,8A:10A,8,A,10,A,18,18,20
63,7A:18A,7,A,18,A,18,18,20
64,5A:3A,5,A,3,A,18,18,20
65,9A:18A,9,A,18,A,18,18,20
66,11B:19B,11,B,19,B,18,18,20
67,1A:6A,1,A,6,A,18,18,20
68,9A:12A,9,A,12,A,18,18,20
69,10A:13A,10,A,13,A,18,18,20
70,1A:4A,1,A,4,A,18,18,20
71,2A:6A,2,A,6,A,18,18,20
72,6A:18A,6,A,18,A,18,18,20
73,17A:14A,17,A,14,A,18,18,20
74,2A:5A,2,A,5,A,18,18,20
75,15A:15A,15,A,15,A,18,18,20
76,6A:5A,6,A,5,A,18,18,20
77,6A:1A,6,A,1,A,18,18,20
78,0A:8A,0,A,8,A,18,18,20
79,4A:5A,4,A,5,A,18,18,20
80,11B:5A,11,B,5,A,18,17,20
81,9A:2A,9,A,2,A,17,17,20
82,2A:13A,2,A,13,A,17,17,20
83,12A:12A,12,A,12,A,17,17,20
84,8A:15A,8,A,15,A,17,17,20
85,7A:1A,7,A,1,A,17,17,20
86,10A:11B,10,A,11,B,17,18,20
87,18A:10A,18,A,10,A,18,18,20
88,15A:16A,15,A,16,A,18,18,20
89,3A:0A,3,A,0,A,18,18,20
90,12A:7A,12,A,7,A,18,18,20
91,4A:11A,4,A,11,A,18,18,20
92,6A:3A,6,A,3,A,18,18,20
93,7A:18A,7,A,18,A,18,18,20
94,6A:2A,6,A,2,A,18,18,20
95,16A:9A,16,A,9,A,18,18,20
96,18A:14A,18,A,14,A,18,18,20
97,14A:19B,14,A,19,B,18,19,20
98,10A:13A,10,A,13,A,19,19,20
99,17A:4A,17,A,4,A,19,19,20
100,6A:15A,6,A,15,A,19,19,20
101,7A:6A,7,A,6,A,19,19,20
102,3A:12A,3,A,12,A,19,19,20
103,0A:7A,0,A,7,A,19,19,20
104,14A:4A,14,A,4,A,19,19,20
105,4A:0A,4,A,0,A,19,19,20
106,11A:5B,11,A,5,B,19,20,20
