step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,14A:19B,14,A,19,B,17,18,20
1,17B:7A,17,B,7,A,18,17,20
2,5A:9A,5,A,9,A,17,17,20
3,15A:8A,15,A,8,A,17,17,20
4,8A:12A,8,A,12,A,17,17,20
5,17B:14A,17,B,14,A,17,16,20
6,6A:14B,6,A,14,B,16,17,20
7,6A:16A,6,A,16,A,17,17,20
8,17B:12A,17,B,12,A,17,16,20
9,12B:0A,12,B,0,A,16,15,20
10,10A:11A,10,A,11,A,15,15,20
11,12B:19A,12,B,19,A,15,14,20
12,12B:9A,12,B,9,A,14,13,20
13,14A:15A,14,A,15,A,13,13,20
14,0B:8A,0,B,8,A,13,12,20
15,12B:8B,12,B,8,B,12,12,20
16,6A:9B,6,A,9,B,12,13,20
17,4A:16A,4,A,16,A,13,13,20
18,16A:1A,16,A,1,A,13,13,20
19,17B:19B,17,B,19,B,13,13,20
20,8B:10A,8,B,10,A,13,12,20
21,14A:0B,14,A,0,B,12,13,20
22,13A:9A,13,A,9,A,13,13,20
23,7B:13A,7,B,13,A,13,12,20
24,9A:1A,9,A,1,A,12,12,20
25,12B:18B,12,B,18,B,12,12,20
26,17B:10B,17,B,10,B,12,12,20
27,15A:7B,15,A,7,B,12,13,20
28,14A:15A,14,A,15,A,13,13,20
29,18B:11A,18,B,11,A,13,12,20
30,11B:5A,11,B,5,A,12,11,20
31,17B:17B,17,B,17,B,11,11,20
32,5B:3A,5,B,3,A,11,10,20
33,10B:8B,10,B,8,B,10,10,20
34,14A:17B,14,A,17,B,10,11,20
35,15A:5B,15,A,5,B,11,12,20
36,19B:10B,19,B,10,B,12,12,20
37,13B:7A,13,B,7,A,12,11,20
38,8B:9A,8,B,9,A,11,10,20
39,9B:10B,9,B,10,B,10,10,20
40,8B:18B,8,B,18,B,10,10,20
41,7B:3B,7,B,3,B,10,10,20
42,10B:18B,10,B,18,B,10,10,20
43,11B:19B,11,B,19,B,10,10,20
44,2A:6A,2,A,6,A,10,10,20
45,10B:12B,10,B,12,B,10,10,20
46,10B:13B,10,B,13,B,10,10,20
47,1A:4A,1,A,4,A,10,10,20
48,3B:6A,3,B,6,A,10,9,20
49,7B:18B,7,B,18,B,9,9,20
50,18B:14A,18,B,14,A,9,8,20
51,3B:5A,3,B,5,A,8,7,20
52,14B:15A,14,B,15,A,7,6,20
53,7B:5B,7,B,5,B,6,6,20
54,7B:1A,7,B,1,A,6,5,20
55,0A:8B,0,A,8,B,5,6,20
56,5B:5B,5,B,5,B,6,6,20
57,11B:5B,11,B,5,B,6,6,20
58,10B:2A,10,B,2,A,6,5,20
59,2B:13B,2,B,13,B,5,5,20
60,12B:12B,12,B,12,B,5,5,20
61,9B:15B,9,B,15,B,5,5,20
62,7B:1B,7,B,1,B,5,5,20
63,10B:11B,10,B,11,B,5,5,20
64,19B:10B,19,B,10,B,5,5,20
65,14B:16A,14,B,16,A,5,4,20
66,3B:0A,3,B,0,A,4,3,20
67,12B:7B,12,B,7,B,3,3,20
68,4A:11B,4,A,11,B,3,4,20
69,6B:3B,6,B,3,B,4,4,20
70,7B:18B,7,B,18,B,4,4,20
71,6B:2B,6,B,2,B,4,4,20
72,16B:9B,16,B,9,B,4,4,20
73,19B:14B,19,B,14,B,4,4,20
74,14B:19B,14,B,19,B,4,4,20
75,10B:13B,10,B,13,B,4,4,20
76,17A:4A,17,A,4,A,4,4,20
77,6B:15B,6,B,15,B,4,4,20
78,6B:6B,6,B,6,B,4,4,20
79,2B:12B,2,B,12,B,4,4,20
80,0B:7B,0,B,7,B,4,4,20
81,14B:4A,14,B,4,A,4,3,20
82,3B:0B,3,B,0,B,3,3,20
83,11A:5B,11,A,5,B,3,4,20
84,2B:1B,2,B,1,B,4,4,20
85,7B:8A,7,B,8,A,4,3,20
86,15B:19B,15,B,19,B,3,3,20
87,0B:1B,0,B,1,B,3,3,20
88,13B:0B,13,B,0,B,3,3,20
89,0B:3B,0,B,3,B,3,3,20
90,8B:12B,8,B,12,B,3,3,20
91,2B:8B,2,B,8,B,3,3,20
92,9B:4B,9,B,4,B,3,3,20
93,3B:0B,3,B,0,B,3,3,20
94,6B:3B,6,B,3,B,3,3,20
95,13B:8B,13,B,8,B,3,3,20
96,12B:4B,12,B,4,B,3,3,20
97,8B:3B,8,B,3,B,3,3,20
98,9B:19B,9,B,19,B,3,3,20
99,2B:3B,2,B,3,B,3,3,20
100,15B:15B,15,B,15,B,3,3,20
101,3B:6B,3,B,6,B,3,3,20
102,15B:16B,15,B,16,B,3,3,20
103,19B:11A,19,B,11,A,3,2,20
104,13B:9B,13,B,9,B,2,2,20
105,3B:17A,3,B,17,A,2,1,20
106,10B:6B,10,B,6,B,1,1,20
107,13B:15B,13,B,15,B,1,1,20
108,6B:0B,6,B,0,B,1,1,20
109,0B:2B,0,B,2,B,1,1,20
110,18B:18B,18,B,18,B,1,1,20
111,13B:4B,13,B,4,B,1,1,20
112,19B:16B,19,B,16,B,1,1,20
113,1B:3B,1,B,3,B,1,1,20
114,18B:7B,18,B,7,B,1,1,20
115,9B:9B,9,B,9,B,1,1,20
116,5A:1B,5,A,1,B,1,2,20
117,2B:5A,2,B,5,A,2,1,20
118,17B:9B,17,B,9,B,1,1,20
119,7B:10B,7,B,10,B,1,1,20
120,8B:3B,8,B,3,B,1,1,20
121,2B:1A,2,B,1,A,1,0,20
