step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,8B:7B,8,B,7,B,3,3,15
1,7B:5B,7,B,5,B,3,3,15
2,2A:0A,2,A,0,A,3,3,15
3,3B:13B,3,B,13,B,3,3,15
4,7B:13B,7,B,13,B,3,3,15
5,0A:7B,0,A,7,B,3,4,15
6,1A:10B,1,A,10,B,4,5,15
7,10A:2A,10,A,2,A,5,5,15
8,2A:9B,2,A,9,B,5,6,15
9,14B:1A,14,B,1,A,6,5,15
10,14B:1B,14,B,1,B,5,5,15
11,8B:6B,8,B,6,B,5,5,15
12,9A:12B,9,A,12,B,5,6,15
13,9A:12A,9,A,12,A,6,6,15
14,7A:7A,7,A,7,A,6,6,15
15,13B:4B,13,B,4,B,6,6,15
16,12A:6B,12,A,6,B,6,7,15
17,4B:9A,4,B,9,A,7,6,15
18,0A:11B,0,A,11,B,6,7,15
19,1B:12A,1,B,12,A,7,6,15
20,3B:3B,3,B,3,B,6,6,15
21,3B:1B,3,B,1,B,6,6,15
22,2A:2A,2,A,2,A,6,6,15
23,8B:2A,8,B,2,A,6,5,15
24,0A:7A,0,A,7,A,5,5,15
25,10A:7A,10,A,7,A,5,5,15
26,4B:3B,4,B,3,B,5,5,15
27,4B:4B,4,B,4,B,5,5,15
28,10A:7A,10,A,7,A,5,5,15
29,1B:3B,1,B,3,B,5,5,15
30,13B:12B,13,B,12,B,5,5,15
31,11A:9B,11,A,9,B,5,6,15
32,9A:14B,9,A,14,B,6,7,15
33,2B:1B,2,B,1,B,7,7,15
34,8B:10A,8,B,10,A,7,6,15
35,2B:4B,2,B,4,B,6,6,15
36,12B:1B,12,B,1,B,6,6,15
37,0A:12B,0,A,12,B,6,7,15
38,4B:11A,4,B,11,A,7,6,15
39,12A:14A,12,A,14,A,6,6,15
40,4B:1B,4,B,1,B,6,6,15
41,7A:4B,7,A,4,B,6,7,15
42,10B:4A,10,B,4,A,7,6,15
43,7A:7A,7,A,7,A,6,6,15
44,6A:9A,6,A,9,A,6,6,15
45,0A:6A,0,A,6,A,6,6,15
46,11B:9A,11,B,9,A,6,5,15
47,3B:1B,3,B,1,B,5,5,15
48,3B:10B,3,B,10,B,5,5,15
49,12A:9B,12,A,9,B,5,6,15
50,8B:0A,8,B,0,A,6,5,15
51,14A:10B,14,A,10,B,5,6,15
52,12A:9A,12,A,9,A,6,6,15
53,0B:12A,0,B,12,A,6,5,15
54,2B:8B,2,B,8,B,5,5,15
55,9A:14A,9,A,14,A,5,5,15
56,4B:9A,4,B,9,A,5,4,15
57,6A:13B,6,A,13,B,4,5,15
58,7A:1B,7,A,1,B,5,6,15
59,7A:6A,7,A,6,A,6,6,15
60,4B:10A,4,B,10,A,6,5,15
61,1A:2B,1,A,2,B,5,6,15
62,4B:11B,4,B,11,B,6,6,15
63,7A:10B,7,A,10,B,6,7,15
64,14A:13A,14,A,13,A,7,7,15
65,11B:0B,11,B,0,B,7,7,15
66,6A:5B,6,A,5,B,7,8,15
67,3B:1A,3,B,1,A,8,7,15
68,14A:6A,14,A,6,A,7,7,15
69,12B:13A,12,B,13,A,7,6,15
70,14A:10A,14,A,10,A,6,6,15
71,13B:7A,13,B,7,A,6,5,15
72,6A:3B,6,A,3,B,5,6,15
73,7B:9B,7,B,9,B,6,6,15
74,11B:10A,11,B,10,A,6,5,15
75,6A:0B,6,A,0,B,5,6,15
76,3A:8B,3,A,8,B,6,7,15
77,1B:4B,1,B,4,B,7,7,15
78,6A:11B,6,A,11,B,7,8,15
79,7B:0A,7,B,0,A,8,7,15
80,14A:9B,14,A,9,B,7,8,15
81,11A:11A,11,A,11,A,8,8,15
82,2A:8A,2,A,8,A,8,8,15
83,0B:6A,0,B,6,A,8,7,15
84,1B:13B,1,B,13,B,7,7,15
85,13B:7B,13,B,7,B,7,7,15
86,14A:10B,14,A,10,B,7,8,15
87,12B:7B,12,B,7,B,8,8,15
88,13B:4B,13,B,4,B,8,8,15
89,7B:4B,7,B,4,B,8,8,15
90,6B:7B,6,B,7,B,8,8,15
91,14A:3A,14,A,3,A,8,8,15
92,6B:2A,6,B,2,A,8,7,15
93,5A:14A,5,A,14,A,7,7,15
94,8A:11A,8,A,11,A,7,7,15
95,13B:13B,13,B,13,B,7,7,15
96,1B:12B,1,B,12,B,7,7,15
97,11A:6B,11,A,6,B,7,8,15
98,5A:12B,5,A,12,B,8,9,15
99,7B:13B,7,B,13,B,9,9,15
100,0B:11A,0,B,11,A,9,8,15
101,4B:9A,4,B,9,A,8,7,15
102,8A:10A,8,A,10,A,7,7,15
103,7B:2B,7,B,2,B,7,7,15
104,6A:7B,6,A,7,B,7,8,15
105,5A:8A,5,A,8,A,8,8,15
106,11B:6A,11,B,6,A,8,7,15
107,6B:5A,6,B,5,A,7,6,15
108,13B:11B,13,B,11,B,6,6,15
109,3A:6B,3,A,6,B,6,7,15
110,3A:12A,3,A,12,A,7,7,15
111,6A:5B,6,A,5,B,7,8,15
112,11B:11B,11,B,11,B,8,8,15
113,13B:6A,13,B,6,A,8,7,15
114,5A:10A,5,A,10,A,7,7,15
115,11B:10A,11,B,10,A,7,6,15
116,14A:7A,14,A,7,A,6,6,15
117,14A:2B,14,A,2,B,6,7,15
118,7A:9B,7,A,9,B,7,8,15
119,4B:1B,4,B,1,B,8,8,15
120,13B:7A,13,B,7,A,8,7,15
121,1B:14A,1,B,14,A,7,6,15
122,6B:11B,6,B,11,B,6,6,15
123,2A:13B,2,A,13,B,6,7,15
124,9A:2A,9,A,2,A,7,7,15
125,1B:12A,1,B,12,A,7,6,15
126,14B:5A,14,B,5,A,6,5,15
127,9A:6B,9,A,6,B,5,6,15
128,9A:13A,9,A,13,A,6,6,15
129,4B:10B,4,B,10,B,6,6,15
130,12B:6A,12,B,6,A,6,5,15
131,14B:10B,14,B,10,B,5,5,15
132,10B:12B,10,B,12,B,5,5,15
133,7B:8A,7,B,8,A,5,4,15
134,0B:1B,0,B,1,B,4,4,15
135,3A:10B,3,A,10,B,4,5,15
136,13A:3A,13,A,3,A,5,5,15
137,11B:6B,11,B,6,B,5,5,15
138,14B:12B,14,B,12,B,5,5,15
139,9A:13A,9,A,13,A,5,5,15
140,1B:2A,1,B,2,A,5,4,15
141,10A:14B,10,A,14,B,4,5,15
142,0B:5B,0,B,5,B,5,5,15
143,11B:4B,11,B,4,B,5,5,15
144,5B:6B,5,B,6,B,5,5,15
145,2B:8B,2,B,8,B,5,5,15
146,6B:10A,6,B,10,A,5,4,15
147,11B:2B,11,B,2,B,4,4,15
148,2B:9A,2,B,9,A,4,3,15
149,13A:9B,13,A,9,B,3,4,15
150,10B:7B,10,B,7,B,4,4,15
151,13A:2B,13,A,2,B,4,5,15
152,3A:10B,3,A,10,B,5,6,15
153,3A:4B,3,A,4,B,6,7,15
154,10A:14A,10,A,14,A,7,7,15
155,12B:14A,12,B,14,A,7,6,15
156,4A:8B,4,A,8,B,6,7,15
157,2A:7B,2,A,7,B,7,8,15
158,14B:9A,14,B,9,A,8,7,15
159,4A:6B,4,A,6,B,7,8,15
160,10A:7A,10,A,7,A,8,8,15
161,12B:3A,12,B,3,A,8,7,15
162,14B:13A,14,B,13,A,7,6,15
163,7A:3B,7,A,3,B,6,7,15
164,5B:5B,5,B,5,B,7,7,15
165,8A:11B,8,A,11,B,7,8,15
166,4A:13B,4,A,13,B,8,9,15
167,9B:4A,9,B,4,A,9,8,15
168,0B:13A,0,B,13,A,8,7,15
169,10A:11A,10,A,11,A,7,7,15
170,14B:14B,14,B,14,B,7,7,15
171,9B:7A,9,B,7,A,7,6,15
172,12B:14B,12,B,14,B,6,6,15
173,4B:12B,4,B,12,B,6,6,15
174,3A:12B,3,A,12,B,6,7,15
175,5B:10A,5,B,10,A,7,6,15
176,2A:4B,2,A,4,B,6,7,15
177,10B:11A,10,B,11,A,7,6,15
178,11B:10B,11,B,10,B,6,6,15
179,12A:10B,12,A,10,B,6,7,15
180,1B:10A,1,B,10,A,7,6,15
181,9B:4A,9,B,4,A,6,5,15
182,11B:0B,11,B,0,B,5,5,15
183,8A:11B,8,A,11,B,5,6,15
184,1B:14B,1,B,14,B,6,6,15
185,4B:11A,4,B,11,A,6,5,15
186,6A:3A,6,A,3,A,5,5,15
187,1B:8A,1,B,8,A,5,4,15
188,13B:5B,13,B,5,B,4,4,15
189,7B:14B,7,B,14,B,4,4,15
190,4B:2A,4,B,2,A,4,3,15
191,3A:13B,3,A,13,B,3,4,15
192,14B:12A,14,B,12,A,4,3,15
193,4B:13A,4,B,13,A,3,2,15
194,5B:1B,5,B,1,B,2,2,15
195,7B:1B,7,B,1,B,2,2,15
196,2B:3A,2,B,3,A,2,1,15
197,12B:11B,12,B,11,B,1,1,15
198,10B:6A,10,B,6,A,1,0,15
