step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,1A:3B,1,A,3,B,3,4,15
1,11B:5B,11,B,5,B,4,4,15
2,5B:9B,5,B,9,B,4,4,15
3,0A:2A,0,A,2,A,4,4,15
4,10B:5B,10,B,5,B,4,4,15
5,5B:12B,5,B,12,B,4,4,15
6,1A:2A,1,A,2,A,4,4,15
7,7B:6B,7,B,6,B,4,4,15
8,4B:4B,4,B,4,B,4,4,15
9,3A:1A,3,A,1,A,4,4,15
10,0A:2A,0,A,2,A,4,4,15
11,7B:6B,7,B,6,B,4,4,15
12,13B:1A,13,B,1,A,4,3,15
13,3A:4B,3,A,4,B,3,4,15
14,10B:3A,10,B,3,A,4,3,15
15,14B:4A,14,B,4,A,3,2,15
16,10B:7B,10,B,7,B,2,2,15
17,3B:2A,3,B,2,A,2,1,15
18,12B:7B,12,B,7,B,1,1,15
19,2B:11B,2,B,11,B,1,1,15
20,6B:1B,6,B,1,B,1,1,15
21,12B:13B,12,B,13,B,1,1,15
22,14B:10B,14,B,10,B,1,1,15
23,5B:1B,5,B,1,B,1,1,15
24,8B:4B,8,B,4,B,1,1,15
25,13B:13B,13,B,13,B,1,1,15
26,2B:11B,2,B,11,B,1,1,15
27,13B:10B,13,B,10,B,1,1,15
28,2B:5B,2,B,5,B,1,1,15
29,7B:1B,7,B,1,B,1,1,15
30,14B:12B,14,B,12,B,1,1,15
31,2B:12B,2,B,12,B,1,1,15
32,7B:5B,7,B,5,B,1,1,15
33,8B:5B,8,B,5,B,1,1,15
34,7B:8B,7,B,8,B,1,1,15
35,1B:14B,1,B,14,B,1,1,15
36,1B:4B,1,B,4,B,1,1,15
37,5B:11B,5,B,11,B,1,1,15
38,10B:8B,10,B,8,B,1,1,15
39,6B:6B,6,B,6,B,1,1,15
40,12B:1B,12,B,1,B,1,1,15
41,1B:5B,1,B,5,B,1,1,15
42,9B:7B,9,B,7,B,1,1,15
43,6B:8B,6,B,8,B,1,1,15
44,5B:14B,5,B,14,B,1,1,15
45,12B:8B,12,B,8,B,1,1,15
46,9B:2B,9,B,2,B,1,1,15
47,11B:2B,11,B,2,B,1,1,15
48,6B:14B,6,B,14,B,1,1,15
49,13B:13B,13,B,13,B,1,1,15
50,1B:2B,1,B,2,B,1,1,15
51,4B:2B,4,B,2,B,1,1,15
52,4B:11B,4,B,11,B,1,1,15
53,3B:8B,3,B,8,B,1,1,15
54,13B:13B,13,B,13,B,1,1,15
55,1B:3B,1,B,3,B,1,1,15
56,9B:8B,9,B,8,B,1,1,15
57,4B:10B,4,B,10,B,1,1,15
58,4B:8B,4,B,8,B,1,1,15
59,1B:10B,1,B,10,B,1,1,15
60,2B:9B,2,B,9,B,1,1,15
61,2B:10B,2,B,10,B,1,1,15
62,9B:14B,9,B,14,B,1,1,15
63,9B:13B,9,B,13,B,1,1,15
64,13B:0A,13,B,0,A,1,0,15
