step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,1A:8B,1,A,8,B,3,4,15
1,10B:8A,10,B,8,A,4,3,15
2,8B:10B,8,B,10,B,3,3,15
3,12B:1A,12,B,1,A,3,2,15
4,5B:11B,5,B,11,B,2,2,15
5,0A:0A,0,A,0,A,2,2,15
6,6B:1B,6,B,1,B,2,2,15
7,12B:9B,12,B,9,B,2,2,15
8,6B:6B,6,B,6,B,2,2,15
9,10B:6B,10,B,6,B,2,2,15
10,4B:6B,4,B,6,B,2,2,15
11,0A:5B,0,A,5,B,2,3,15
12,2A:9B,2,A,9,B,3,4,15
13,6B:11B,6,B,11,B,4,4,15
14,13B:1B,13,B,1,B,4,4,15
15,6B:1B,6,B,1,B,4,4,15
16,3B:9A,3,B,9,A,4,3,15
17,6B:1B,6,B,1,B,3,3,15
18,5A:4B,5,A,4,B,3,4,15
19,11B:3B,11,B,3,B,4,4,15
20,4A:2A,4,A,2,A,4,4,15
21,1B:10B,1,B,10,B,4,4,15
22,1B:8B,1,B,8,B,4,4,15
23,2A:12B,2,A,12,B,4,5,15
24,5A:11B,5,A,11,B,5,6,15
25,14B:10B,14,B,10,B,6,6,15
26,12A:3B,12,A,3,B,6,7,15
27,1B:4A,1,B,4,A,7,6,15
28,2A:9B,2,A,9,B,6,7,15
29,2A:12A,2,A,12,A,7,7,15
30,9A:2A,9,A,2,A,7,7,15
31,14B:10B,14,B,10,B,7,7,15
32,7B:12A,7,B,12,A,7,6,15
33,8B:9A,8,B,9,A,6,5,15
34,6B:14B,6,B,14,B,5,5,15
35,13B:10B,13,B,10,B,5,5,15
36,9B:9B,9,B,9,B,5,5,15
37,4B:10B,4,B,10,B,5,5,15
38,4B:7B,4,B,7,B,5,5,15
39,1B:7B,1,B,7,B,5,5,15
40,9B:12B,9,B,12,B,5,5,15
41,4B:0A,4,B,0,A,5,4,15
42,5A:1B,5,A,1,B,4,5,15
43,4B:7B,4,B,7,B,5,5,15
44,0B:5A,0,B,5,A,5,4,15
45,12B:1A,12,B,1,A,4,3,15
46,9B:13B,9,B,13,B,3,3,15
47,1B:9B,1,B,9,B,3,3,15
48,7B:7B,7,B,7,B,3,3,15
49,8B:12B,8,B,12,B,3,3,15
50,11A:0B,11,A,0,B,3,4,15
51,6B:12B,6,B,12,B,4,4,15
52,8B:3A,8,B,3,A,4,3,15
53,4B:7B,4,B,7,B,3,3,15
54,7B:0A,7,B,0,A,3,2,15
55,6B:12B,6,B,12,B,2,2,15
56,13B:5B,13,B,5,B,2,2,15
57,14B:1B,14,B,1,B,2,2,15
58,7B:2A,7,B,2,A,2,1,15
59,0B:11A,0,B,11,A,1,0,15
