step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,11B:10B,11,B,10,B,1,1,15
1,5B:5B,5,B,5,B,1,1,15
2,1B:10B,1,B,10,B,1,1,15
3,5B:4B,5,B,4,B,1,1,15
4,10B:10B,10,B,10,B,1,1,15
5,14B:9B,14,B,9,B,1,1,15
6,13B:5B,13,B,5,B,1,1,15
7,1B:10B,1,B,10,B,1,1,15
8,2B:5B,2,B,5,B,1,1,15
9,4B:10B,4,B,10,B,1,1,15
10,10B:6B,10,B,6,B,1,1,15
11,1B:11B,1,B,11,B,1,1,15
12,14B:4B,14,B,4,B,1,1,15
13,8B:10B,8,B,10,B,1,1,15
14,11B:13B,11,B,13,B,1,1,15
15,1B:11B,1,B,11,B,1,1,15
16,12B:11B,12,B,11,B,1,1,15
17,14B:14B,14,B,14,B,1,1,15
18,7B:10B,7,B,10,B,1,1,15
19,10B:8B,10,B,8,B,1,1,15
20,5B:5B,5,B,5,B,1,1,15
21,4B:3B,4,B,3,B,1,1,15
22,5B:12B,5,B,12,B,1,1,15
23,7B:3B,7,B,3,B,1,1,15
24,14B:2B,14,B,2,B,1,1,15
25,1B:13B,1,B,13,B,1,1,15
26,11B:8B,11,B,8,B,1,1,15
27,11B:13B,11,B,13,B,1,1,15
28,11B:8B,11,B,8,B,1,1,15
29,0A:5B,0,A,5,B,1,2,15
30,13B:9B,13,B,9,B,2,2,15
31,1B:6B,1,B,6,B,2,2,15
32,2B:2B,2,B,2,B,2,2,15
33,12B:12B,12,B,12,B,2,2,15
34,9B:14B,9,B,14,B,2,2,15
35,2B:7B,2,B,7,B,2,2,15
36,0A:5A,0,A,5,A,2,2,15
37,10B:3B,10,B,3,B,2,2,15
38,14B:9B,14,B,9,B,2,2,15
39,4B:11B,4,B,11,B,2,2,15
40,11B:3B,11,B,3,B,2,2,15
41,8B:4B,8,B,4,B,2,2,15
42,14B:12B,14,B,12,B,2,2,15
43,7B:13B,7,B,13,B,2,2,15
44,2B:10B,2,B,10,B,2,2,15
45,14B:7B,14,B,7,B,2,2,15
46,6B:4B,6,B,4,B,2,2,15
47,11B:8B,11,B,8,B,2,2,15
48,7B:2B,7,B,2,B,2,2,15
49,12B:12B,12,B,12,B,2,2,15
50,9B:13B,9,B,13,B,2,2,15
51,3B:10B,3,B,10,B,2,2,15
52,7B:5A,7,B,5,A,2,1,15
53,8B:1B,8,B,1,B,1,1,15
54,10B:8B,10,B,8,B,1,1,15
55,12B:4B,12,B,4,B,1,1,15
56,1B:2B,1,B,2,B,1,1,15
57,4B:14B,4,B,14,B,1,1,15
58,7B:13B,7,B,13,B,1,1,15
59,6B:14B,6,B,14,B,1,1,15
60,3B:7B,3,B,7,B,1,1,15
61,13B:14B,13,B,14,B,1,1,15
62,0A:0A,0,A,0,A,1,1,15
63,5B:5B,5,B,5,B,1,1,15
64,3B:1B,3,B,1,B,1,1,15
65,5B:0A,5,B,0,A,1,0,15
