step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,16A:8A,16,A,8,A,19,19,20
1,18A:15A,18,A,15,A,19,19,20
2,19B:9A,19,B,9,A,19,18,20
3,14A:10A,14,A,10,A,18,18,20
4,16A:14A,16,A,14,A,18,18,20
5,19B:4A,19,B,4,A,18,17,20
6,15A:7A,15,A,7,A,17,17,20
7,17A:12A,17,A,12,A,17,17,20
8,19B:17A,19,B,17,A,17,16,20
9,7A:12A,7,A,12,A,16,16,20
10,0A:17B,0,A,17,B,16,17,20
11,2A:11A,2,A,11,A,17,17,20
12,13A:8A,13,A,8,A,17,17,20
13,11A:11A,11,A,11,A,17,17,20
14,2A:7A,2,A,7,A,17,17,20
15,9B:19B,9,B,19,B,17,17,20
16,17A:17A,17,A,17,A,17,17,20
17,6A:19B,6,A,19,B,17,18,20
18,4B:2A,4,B,2,A,18,17,20
19,12A:14A,12,A,14,A,17,17,20
20,18A:9B,18,A,9,B,17,18,20
21,12A:3A,12,A,3,A,18,18,20
22,2B:1A,2,B,1,A,18,17,20
23,6A:15A,6,A,15,A,17,17,20
24,2B:7A,2,B,7,A,17,16,20
25,17A:4B,17,A,4,B,16,17,20
26,7B:11A,7,B,11,A,17,16,20
27,13A:17A,13,A,17,A,16,16,20
28,8A:4A,8,A,4,A,16,16,20
29,17A:3A,17,A,3,A,16,16,20
30,16A:19A,16,A,19,A,16,16,20
31,8A:8A,8,A,8,A,16,16,20
32,0A:11B,0,A,11,B,16,17,20
33,4A:14A,4,A,14,A,17,17,20
34,19A:11A,19,A,11,A,17,17,20
35,1B:11A,1,B,11,A,17,16,20
36,10A:11B,10,A,11,B,16,17,20
37,1B:8A,1,B,8,A,17,16,20
38,3A:3A,3,A,3,A,16,16,20
39,18A:14A,18,A,14,A,16,16,20
40,1B:6A,1,B,6,A,16,15,20
41,12A:19A,12,A,19,A,15,15,20
42,19A:1B,19,A,1,B,15,16,20
43,15A:7B,15,A,7,B,16,17,20
44,19A:18A,19,A,18,A,17,17,20
45,4A:17A,4,A,17,A,17,17,20
46,4A:6B,4,A,6,B,17,18,20
47,16A:7A,16,A,7,A,18,18,20
48,6A:4A,6,A,4,A,18,18,20
49,15A:19A,15,A,19,A,18,18,20
50,0A:4A,0,A,4,A,18,18,20
51,19A:17A,19,A,17,A,18,18,20
52,5A:5A,5,A,5,A,18,18,20
53,2B:0A,2,B,0,A,18,17,20
54,2B:11A,2,B,11,A,17,16,20
55,15A:7A,15,A,7,A,16,16,20
56,11B:0B,11,B,0,B,16,16,20
57,3A:1A,3,A,1,A,16,16,20
58,2B:13A,2,B,13,A,16,15,20
59,10A:2B,10,A,2,B,15,16,20
60,9A:11B,9,A,11,B,16,17,20
61,10A:3A,10,A,3,A,17,17,20
62,9A:7A,9,A,7,A,17,17,20
63,18A:1A,18,A,1,A,17,17,20
64,14A:16A,14,A,16,A,17,17,20
65,6A:0B,6,A,0,B,17,18,20
66,1A:15A,1,A,15,A,18,18,20
67,16A:13B,16,A,13,B,18,19,20
68,13A:15A,13,A,15,A,19,19,20
69,14A:14A,14,A,14,A,19,19,20
70,1A:2A,1,A,2,A,19,19,20
71,6A:4A,6,A,4,A,19,19,20
72,1A:8B,1,A,8,B,19,20,20
