step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,10A:14A,10,A,14,A,19,19,20
1,10A:13A,10,A,13,A,19,19,20
2,1A:3A,1,A,3,A,19,19,20
3,17A:17A,17,A,17,A,19,19,20
4,14A:6A,14,A,6,A,19,19,20
5,8A:7A,8,A,7,A,19,19,20
6,8A:14A,8,A,14,A,19,19,20
7,7A:3A,7,A,3,A,19,19,20
8,6A:10A,6,A,10,A,19,19,20
9,13A:11A,13,A,11,A,19,19,20
10,19B:15A,19,B,15,A,19,18,20
11,1A:2A,1,A,2,A,18,18,20
12,1A:3A,1,A,3,A,18,18,20
13,14A:11A,14,A,11,A,18,18,20
14,16A:17A,16,A,17,A,18,18,20
15,1A:17A,1,A,17,A,18,18,20
16,11A:3A,11,A,3,A,18,18,20
17,8A:13A,8,A,13,A,18,18,20
18,17A:1A,17,A,1,A,18,18,20
19,19B:19B,19,B,19,B,18,18,20
20,6A:3A,6,A,3,A,18,18,20
21,11A:6A,11,A,6,A,18,18,20
22,3A:15B,3,A,15,B,18,19,20
23,4A:3A,4,A,3,A,19,19,20
24,7A:17A,7,A,17,A,19,19,20
25,7A:8A,7,A,8,A,19,19,20
26,11A:13A,11,A,13,A,19,19,20
27,16A:19B,16,A,19,B,19,20,20
